Clause,mainVerb,mainReferent,Gold
T-shirts hanging on the wall are inscribed with the scores of each of the Tigers' five defeats.,inscribed,T-shirts,STATIVE
"""We see that crimson",see,We,DYNAMIC
"(from the Alabama loss) every day,"" tight end Lorenzo Diamond said,",said,see,DYNAMIC
"""and that's a big motivational factor for us.",'s,that,STATIVE
"""But I think",think,I,STATIVE
we've moved past last season.,moved,we,DYNAMIC
"We haven't totally forgotten about it,",forgotten,We,DYNAMIC
but we're looking forward to this upcoming season.,looking,We,STATIVE
"And to play well this season,",play,,CANNOT_DECIDE
"we have to let last season go.""",have,we,DYNAMIC
Mirror image: Ole Miss coach David Cutcliffe said,said,image,DYNAMIC
"that tempo is the only difference between quarterback Eli Manning and his brother Peyton,",is,tempo,STATIVE
who played for Cutcliffe at Tennessee.,played,Peyton,DYNAMIC
"""Every quarterback has a different rhythm,""",has,quarterback,STATIVE
Cutcliffe said.,said,Cutcliffe,DYNAMIC
"""Outside of that, he looks like a clone to me.""",looks,he,STATIVE
Now that Eli has put on about 15 pounds,put,Eli,DYNAMIC
"and weighs about 220, his size is closer to Peyton's.",is,size,STATIVE
"""Peyton came to practice this spring,""",came,Peyton,DYNAMIC
"Cutcliffe said, """,said,Peyton,DYNAMIC
and he said,said,Peyton,DYNAMIC
he felt,felt,he,STATIVE
"like he was having an out-of-body experience.""",having,he,DYNAMIC
Poster boy: Rex Grossman will be the subject of a Heisman Trophy campaign.,be,boy,STATIVE
He was the runner-up last year as a sophomore.,was,He,STATIVE
Grossman said,said,Grossman,DYNAMIC
"the Heisman hoopla ""didn't affect me last year,",affect,said,DYNAMIC
and I don't think,think,hoopla,STATIVE
"it'll affect me this year.""",affect,it,DYNAMIC
But he said,said,he,DYNAMIC
"promotional material such as posters and CD-ROMs can be ""embarrassing.""",be,material,STATIVE
"""It gets a little fake",gets,It,DYNAMIC
"when you have billboards and a campaign,""",have,you,STATIVE
he said.,said,he,DYNAMIC
"""It gets away from football.",gets,It,DYNAMIC
"You're a focal point,",'re,You,STATIVE
"and people are looking at you,",looking,point,DYNAMIC
"but it's a team game,",'s,it,STATIVE
"and you depend on your team 1,000 times more than that billboard to get you the Heisman.""",depend,point,STATIVE
Hurricane force: A change in the rules and a fluke in the calendar this season allows colleges to play 12 regular-season games.,force,Hurricane,STATIVE
"Of all the 12th games added to the schedule, Florida's might be the most daunting:",be,Florida,STATIVE
Miami on Sept. 7 after the Gators open up with Alabama-Birmingham.,open,Gators,DYNAMIC
"""What do you want me to say?""",want,you,CANNOT_DECIDE
first-year Florida coach Ron Zook said with a note of exasperation.,said,Zook,DYNAMIC
"""The people of Miami and the people of the University of Florida wanted us to have it for a long time,",wanted,people,STATIVE
"but it wasn't going to happen with the 11-game format.""",going,people,DYNAMIC
Although he said,said,he,DYNAMIC
"the Gators will be excited to play the Hurricanes,",be,Gators,STATIVE
"""I don't want to talk about that game,""",want,I,STATIVE
Zook said.,said,Zook,DYNAMIC
"""If you look down the road too far,",look,you,DYNAMIC
"you get your feet cut out from under you.""",get,you,DYNAMIC
Karen Rosen writes for The Atlanta Journal-Constitution.,writes,Rosen,DYNAMIC
E-mail: krosen(at)ajc.com,,,CANNOT_DECIDE
Story Filed By Cox Newspapers,,,DYNAMIC
For Use By Clients of the New York Times News Service,,,CANNOT_DECIDE
NYT-07-31-02 2130EDT,,,CANNOT_DECIDE
