Clause,mainVerb,mainReferent,Gold
"The global justice movement, also known as the anti-globalization movement or alter-globalization movement,",known,movement,STATIVE
"protests against corporate economic globalization, due to its alleged negative consequences for the poor, workers, the environment and small businesses.",protests,movement,DYNAMIC
===The environment===,,,CANNOT_DECIDE
Both Karl Marx and the early socialist William Morris arguably had a concern for environmental matters.,had,=,STATIVE
"According to Marx,",According,,STATIVE
"""Even an entire society, a nation, or all simultaneously existing societies taken together ... are not owners of the earth.",are,society,STATIVE
"They are simply its possessors, its beneficiaries,",are,They,STATIVE
"and have to bequeath it in an improved state to succeeding generations.""",have,possessors,STATIVE
"Following the Russian Revolution, environmental scientists such as revolutionary Aleksandr Bogdanov and the Proletkul't organisation made efforts to incorporate environmentalism into Bolshevism,",Following,,DYNAMIC
"and ""integrate production with natural laws and limits"" in the first decade of Soviet rule,",integrate,efforts,CANNOT_DECIDE
"before Joseph Stalin attacked ecologists and the science of ecology,",attacked,Stalin,DYNAMIC
purged environmentalists,purged,Stalin,DYNAMIC
and promoted the pseudo-science of Trofim Lysenko.,promoted,Stalin,DYNAMIC
"Likewise, Mao Zedong rejected environmentalism",rejected,Zedong,DYNAMIC
and believed,believed,Zedong,STATIVE
"that, based on the laws of historical materialism,",based,,STATIVE
all of nature must be put into the service of revolution.,put,all,DYNAMIC
"From the 1970s onwards, environmentalism became an increasing concern of the left, with social movements and some unions campaigning over environmental issues.",became,environmentalism,DYNAMIC
"For example, the left-wing Builders Labourers Federation in Australia, led by the communist Jack Mundy, united with environmentalists to place Green Bans on environmentally destructive development projects.",united,Federation,DYNAMIC
Some segments of the socialist and Marxist left consciously merged environmentalism and anti-capitalism into an eco-socialist ideology.,left,segments,DYNAMIC
Barry Commoner articulated a left-wing response to The Limits to Growth model,articulated,Commoner,DYNAMIC
"that predicted catastrophic resource depletion and spurred environmentalism,",predicted,model,DYNAMIC
postulating,postulating,Commoner,DYNAMIC
"that capitalist technologies were chiefly responsible for environmental degradation,",were,technologies,STATIVE
as opposed to population pressures.,opposed,,STATIVE
"Environmental degradation can be seen as a class or equity issue,",seen,degradation,STATIVE
as environmental destruction disproportionately affects poorer communities and countries.,affects,destruction,DYNAMIC
