Clause,mainVerb,mainReferent,Gold
which yield a full description of polarization.,yield,parameters,STATIVE
It is thus believed to have optimal polarization vision.,believed,It,STATIVE
===Suggested advantages of visual system===,,,CANNOT_DECIDE
What advantage sensitivity to polarization confers is unclear; however polarization vision is used by other animals for sexual signalling and secret communication,is,advantages,STATIVE
that avoids the attention of predators.,avoids,communication,DYNAMIC
This mechanism could provide an evolutionary advantage;,provide,mechanism,DYNAMIC
it only requires small changes to the cell in the eye,requires,it,STATIVE
and would be easily selected for.,selected,it,DYNAMIC
"The eyes of mantis shrimp may enable them to recognize different types of coral, prey species",enable,eyes,DYNAMIC
"(which are often transparent or semi-transparent), or predators, such as barracuda,",are,which,STATIVE
which have shimmering scales.,have,predators,STATIVE
"Alternatively, the manner in which mantis shrimp hunt (very rapid movements of the claws) may require very accurate ranging information,",require,manner,STATIVE
which would require accurate depth perception.,require,information,STATIVE
That those with the most advanced vision also are the species with the most colourful bodies suggests,suggests,species,STATIVE
the evolution of colour vision has taken the same direction as the peacock's tail.,taken,evolution,DYNAMIC
"During mating rituals, mantis shrimp actively fluoresce,",fluoresce,shrimp,DYNAMIC
and the wavelength of this fluorescence matches the wavelengths,matches,shrimp,STATIVE
detected by their eye pigments.,detected,wavelengths,STATIVE
Females are only fertile during certain phases of the tidal cycle; the ability to perceive the phase,are,Females,STATIVE
of the moon may therefore help prevent wasted mating efforts.,help,ability,DYNAMIC
"It may also give mantis shrimp information about the size of the tide,",give,It,DYNAMIC
which is important to species,is,size,STATIVE
living in shallow water near the shore.,living,species,STATIVE
It has been suggested,suggested,It,DYNAMIC
that the capacity to see UV light enables observation of otherwise hard to detect prey on coral reefs.,enables,capacity,DYNAMIC
==Behaviour==,,,CANNOT_DECIDE
"Mantis shrimp are long-lived and exhibit complex behaviour, such as ritualised fighting.",are,shrimp,STATIVE
"Some species use fluorescent patterns on their bodies for signalling with their own and maybe even other species,",use,species,DYNAMIC
expanding their range of behavioural signals.,expanding,own,DYNAMIC
"They can learn and remember well,",learn,They,DYNAMIC
and are able to recognise individual neighbours with whom they frequently interact.,are,They,STATIVE
They can recognise them by visual signs and even by individual smell.,recognise,They,DYNAMIC
Many have developed complex social behaviour to defend their space from rivals.,developed,Many,DYNAMIC
"In a lifetime, they can have as many as 20 or 30 breeding episodes.",have,they,STATIVE
"Depending on the species,",Depending,,STATIVE
"the eggs can be laid and kept in a burrow,",laid,eggs,DYNAMIC
or they can be carried around under the female's tail until they hatch.,carried,eggs,DYNAMIC
"Also depending on the species, male and female may come together only to mate, or they may bond in monogamous long-term relationships.",depending,,DYNAMIC
"In the monogamous species, the mantis shrimp remain with the same partner for up to 20 years.",remain,shrimp,STATIVE
They share the same burrow,share,They,STATIVE
and may be able to coordinate their activities.,be,They,STATIVE
Both sexes often take care of the eggs (biparental care).,take,sexes,DYNAMIC
"In Pullosquilla and some species in Nannosquilla, the female will lay two clutches of eggs:",lay,female,DYNAMIC
one that the male tends and one,tends,one,DYNAMIC
that the female tends.,tends,female,DYNAMIC
"In other species, the female will look after the eggs",look,female,DYNAMIC
while the male hunts for both of them.,hunts,male,DYNAMIC
"Once the eggs hatch, the offspring may spend up to three months as plankton.",spend,offspring,DYNAMIC
Although stomatopods typically display the standard locomotion types,display,stomatopods,STATIVE
"as seen in true shrimp and lobsters, one species, Nannosquilla decemspinosa, has been observed flipping itself into a crude wheel.",observed,species,DYNAMIC
"The species lives in shallow, sandy areas.",lives,species,STATIVE
"At low tides, N. decemspinosa is often stranded by its short rear legs,",stranded,decemspinosa,DYNAMIC
which are sufficient for locomotion,are,legs,STATIVE
"when the body is supported by water, but not on dry land.",supported,body,STATIVE
The mantis shrimp then performs a forward flip in an attempt to roll towards the next tide pool.,performs,shrimp,DYNAMIC
"N. decemspinosa has been observed to roll repeatedly for ,",observed,decemspinosa,DYNAMIC
but specimens typically travel less than .,travel,decemspinosa,DYNAMIC
==Culinary uses==,uses,Culinary,CANNOT_DECIDE
"In Japanese cuisine, the mantis shrimp species",,,CANNOT_DECIDE
Oratosquilla oratoria is eaten boiled as a sushi,eaten,oratoria,DYNAMIC
"topping, and occasionally, raw as sashimi;",topping,sushi,CANNOT_DECIDE
and is called shako (ja).,called,Culinary,STATIVE
"Mantis shrimp are abundant in the coastal regions of south Vietnam,",are,shrimp,STATIVE
known in Vietnamese as tm tt or tm tch.,known,regions,STATIVE
"The shrimp can be steamed, boiled, grilled or dried;",steamed,shrimp,DYNAMIC
"used with pepper, salt, and lime; fish sauce and tamarind; or fennel.",used,steamed,CANNOT_DECIDE
"In Cantonese cuisine, the mantis shrimp is known as ""pissing shrimp""",known,shrimp,STATIVE
"(zh-hk, Mandarin pinyin: zho, Cantonese: zh-hk)",,,CANNOT_DECIDE
because of their tendency to shoot a jet of water,shoot,tendency,CANNOT_DECIDE
when picked up.,picked,,DYNAMIC
"After cooking, their flesh is closer to that of lobsters than that of shrimp,",is,flesh,STATIVE
"and like lobsters, their shells are quite hard",are,shells,STATIVE
and require some pressure to crack.,require,shells,STATIVE
Usually they are deep fried with garlic and chili peppers.,are,they,DYNAMIC
"In the Mediterranean countries the mantis shrimp Squilla mantis is a common seafood, especially on the Adriatic coasts",is,mantis,STATIVE
(canocchia) and the Gulf of Cdiz (galera).,,,CANNOT_DECIDE
"In the Philippines, the mantis shrimp is known as tatampal, hipong-dapa or alupihang-dagat",is,shrimp,STATIVE
and is cooked and eaten like shrimp.,cooked,shrimp,DYNAMIC
The usual concerns associated with consuming seafood,associated,concerns,STATIVE
caught in contaminated waters apply to mantis shrimp.,apply,concerns,STATIVE
"In Hawaii, some have grown unusually large in the very dirty waters of the Grand Ala Wai Canal in Waikiki.",grown,some,DYNAMIC
==Aquaria==,,,CANNOT_DECIDE
