Clause,mainVerb,mainReferent,Gold
"that persists and remains green throughout the year, or deciduous,",persists,foliage,STATIVE
shedding their leaves at the end of the growing season,shedding,evergreen,DYNAMIC
and then having a dormant period without foliage.,having,evergreen,STATIVE
Most conifers are evergreens,are,conifers,STATIVE
"but larches (Larix and Pseudolarix) are deciduous,",are,larches,STATIVE
"dropping their needles each autumn, and some species of cypress",dropping,deciduous,DYNAMIC
"(Glyptostrobus, Metasequoia and Taxodium) shed small leafy shoots annually in a process",shed,deciduous,DYNAMIC
known as cladoptosis.,known,process,STATIVE
The crown is a name for the spreading top of a tree,is,crown,STATIVE
"including the branches and leaves, while the uppermost layer in a forest,",including,,STATIVE
"formed by the crowns of the trees, is known as the canopy.",known,layer,STATIVE
A sapling is a young tree.,is,sapling,STATIVE
Tree-like plants include some palms,include,plants,STATIVE
which are not trees but herbaceous monocots,are,palms,STATIVE
that do not undergo secondary growth,undergo,monocots,DYNAMIC
"and never produce wood,",produce,monocots,DYNAMIC
and hence do not meet the definition of tree,meet,monocots,STATIVE
used in this article.,used,tree,DYNAMIC
"In many tree-like palms, the terminal bud on the main stem is the only one to develop",is,bud,STATIVE
"so they have tall, unbranched trunks with spirally arranged large leaves.",have,they,STATIVE
"Some of the tree ferns, order Cyatheales, have tree-like growth forms,",have,Some,STATIVE
"growing up to 20 metres (66 ft), but",growing,Some,DYNAMIC
they are structurally very different from other trees:,are,they,STATIVE
their trunks are composed of rhizomes,composed,trunks,STATIVE
which grow vertically,grow,rhizomes,DYNAMIC
and which are covered by numerous adventitious roots.,covered,rhizomes,STATIVE
==Distribution==,,,CANNOT_DECIDE
"In places where the climate is suitable, trees are the climax vegetation.",are,trees,STATIVE
"In some of the cool temperate regions, conifers tend to predominate, but in much of the southern hemisphere, the tropics, or in warm-temperate climates,",tend,conifers,STATIVE
broad-leaved trees are more common.,are,trees,STATIVE
"Shade tolerance in young trees varies between species,",varies,tolerance,STATIVE
and may determine the pattern of forest succession.,determine,tolerance,DYNAMIC
More than half the species of terrestrial plants and animals on the Earth are thought to live in tropical rainforests,thought,species,STATIVE
even though these occupy just five percent of the land area.,occupy,these,STATIVE
"In tropical regions with a monsoon climate, where a drier part of the year alternates with a wet period, different species of broad-leaved trees dominate the forest,",dominate,species,STATIVE
some of them being deciduous.,being,them,STATIVE
"In tropical regions with a drier savanna climate and insufficient rainfall to support dense forests,",support,rainfall,CANNOT_DECIDE
the canopy is not closed,is,canopy,STATIVE
and plenty of sunshine reaches the ground,reaches,canopy,DYNAMIC
which is covered with grass and scrub.,covered,ground,STATIVE
Acacia and baobab are well adapted to living in such areas.,adapted,baobab,STATIVE
"In cool temperate parts of the world, particularly in the northern hemisphere, deciduous broad-leaved trees tend to be replaced by conifers.",tend,trees,STATIVE
The long cold winter is unsuitable,is,winter,STATIVE
for plant growth and trees must grow rapidly in the short summer season,grow,winter,DYNAMIC
when the temperature rises,,,DYNAMIC
and the days are long.,are,days,STATIVE
Light is very limited under their dense cover,is,Light,STATIVE
and there may be little plant life on the forest floor,be,,STATIVE
although fungi may abound.,abound,fungi,STATIVE
Similar woodland is found on mountains,found,woodland,DYNAMIC
where the altitude causes the average temperature to be lower thus,causes,altitude,DYNAMIC
reducing the length of the growing season.,reducing,,DYNAMIC
==Parts and function==,,,CANNOT_DECIDE
===Roots===,,,CANNOT_DECIDE
The roots of a tree serve to anchor it to the ground,serve,=,STATIVE
"and gather water and nutrients to transfer to all parts of the tree, and for reproduction defense, survival, energy storage and many other purposes.",gather,,DYNAMIC
The first root produced by a newly germinated seedling is a taproot,is,root,STATIVE
which goes straight downwards.,goes,taproot,STATIVE
Within a few weeks lateral roots branch out of the side of this,branch,roots,DYNAMIC
and grow horizontally through the upper layers of the soil.,grow,roots,DYNAMIC
"In most trees, the tap root eventually withers away",withers,root,DYNAMIC
and the wide-spreading laterals remain.,remain,root,STATIVE
Near the tip of the finer roots are single cell root hairs.,are,tip,STATIVE
These are in immediate contact with the soil particles,are,These,STATIVE
and can absorb water and nutrients such as potassium in solution.,absorb,These,DYNAMIC
The roots require oxygen to respire,require,roots,STATIVE
and only a few species such as the mangrove and the pond cypress (Taxodium ascendens) can live in permanently waterlogged soil.,live,roots,STATIVE
"In the soil, the roots encounter the hyphae of fungi.",encounter,roots,DYNAMIC
Many of these are known as mycorrhiza and form a mutualistic relationship with the tree roots.,are,,STATIVE
"Some are specific to a single tree species,",are,Some,STATIVE
which will not flourish in the absence of its mycorrhizal associate.,flourish,species,DYNAMIC
Others are generalists and associate with many species.,generalists,Others,STATIVE
The tree acquires minerals such as phosphorus from the fungus,acquires,tree,DYNAMIC
while it obtains the carbohydrate products of photosynthesis from the tree.,obtains,it,DYNAMIC
The hyphae of the fungus can link different trees,link,hyphae,DYNAMIC
"and a network is formed,",formed,trees,DYNAMIC
transferring nutrients from one place to another.,transferring,,DYNAMIC
The fungus promotes growth of the roots,promotes,fungus,DYNAMIC
and helps protect the trees against predators and pathogens.,helps,fungus,STATIVE
It can also limit damage done to a tree by pollution,limit,It,DYNAMIC
as the fungus accumulate heavy metals within its tissues.,accumulate,tree,DYNAMIC
Fossil evidence shows,shows,evidence,STATIVE
"that roots have been associated with mycorrhizal fungi since the early Paleozoic, four hundred million years ago,",associated,roots,DYNAMIC
when the first vascular plants colonised dry land.,colonised,plants,DYNAMIC
Some trees such as the alders (Alnus species),,,CANNOT_DECIDE
"have a symbiotic relationship with Frankia species, a filamentous bacterium",have,trees,STATIVE
"that can fix nitrogen from the air, converting it into ammonia.",converting,trees,DYNAMIC
They have actinorhizal root nodules on their roots,actinorhizal,They,STATIVE
in which the bacteria live.,live,bacteria,STATIVE
This process enables the tree to live in low nitrogen habitats,enables,process,STATIVE
where they would otherwise be unable to thrive.,be,they,STATIVE
Researchers have discovered,discovered,Researchers,DYNAMIC
that certain plant hormones called cytokinins initiate root nodule formation,called,hormones,DYNAMIC
and that this process is closely related to the mechanisms,related,hormones,STATIVE
involved in mycorrhizal association.,involved,mechanisms,STATIVE
It has been demonstrated,demonstrated,It,DYNAMIC
"that some trees are interconnected through their root system,",are,,STATIVE
forming a colony.,forming,,DYNAMIC
"The interconnections are made by the inosculation process, a kind of natural grafting or welding of vegetal tissues.",made,interconnections,DYNAMIC
"The tests to demonstrate this networking are performed injecting chemicals, sometimes radioactive, in a tree,",performed,tests,DYNAMIC
and then checking for its presence in neighbor trees.,checking,,DYNAMIC
"The roots are, generally, a subterranean part of the tree,",are,roots,STATIVE
but some tree species have evolved roots,evolved,part,DYNAMIC
that are aerial.,are,roots,STATIVE
"The common purposes for aerial roots may be of two kinds, to contribute to the mechanical stability of the tree,",be,purposes,STATIVE
and to obtain oxygen from air.,obtain,,CANNOT_DECIDE
An instances of mechanical stability enhancement is the red mangrove,is,instances,STATIVE
that develops prop roots that loop out of the trunk and branches,develops,mangrove,DYNAMIC
and descend vertically into the mud.,descend,mangrove,STATIVE
A similar structure is developed by the Indian banyan.,developed,structure,DYNAMIC
Many large trees have buttress roots,have,trees,STATIVE
which flare out from the lower part of the trunk.,flare,roots,STATIVE
These brace the tree rather like angle brackets,brace,These,DYNAMIC
"and provide stability,",provide,These,STATIVE
reducing sway in high winds.,reducing,These,DYNAMIC
They are particularly prevalent in tropical rainforests,are,They,STATIVE
where the soil is poor,is,soil,STATIVE
and the roots are close to the surface.,are,roots,STATIVE
