Clause,mainVerb,mainReferent,Gold
"that the Venus flytrap is closely related to Drosera (sundews),",related,flytrap,STATIVE
and that the snap trap evolved from a fly-paper trap similar to that of Drosera.,evolved,flytrap,DYNAMIC
"The holes in the meshwork allow small prey to escape,",allow,holes,DYNAMIC
presumably because the benefit that would be obtained from them would be less than the cost of digesting them.,be,benefit,STATIVE
"If the prey is too small and escapes, the trap will reopen within 12 hours.",reopen,trap,DYNAMIC
"If the prey moves around in the trap,",moves,prey,DYNAMIC
it tightens and digestion begins more quickly.,tightens,it,DYNAMIC
"Speed of closing can vary depending on the amount of humidity, light, size of prey, and general growing conditions.",vary,Speed,STATIVE
The speed with which traps close can be used as an indicator of a plant's general health.,used,speed,DYNAMIC
Venus flytraps are not as humidity-dependent,are,plants,STATIVE
"as are some other carnivorous plants, such as Nepenthes, Cephalotus, most Heliamphora, and some Drosera.",are,,STATIVE
The Venus flytrap exhibits variations in petiole shape and length,exhibits,flytrap,STATIVE
and whether the leaf lies flat on the ground,lies,exhibits,STATIVE
or extends up at an angle of about 4060 degrees.,extends,leaf,DYNAMIC
"The four major forms are: 'typica', the most common, with broad decumbent petioles; 'erecta', with leaves at a 45-degree angle; 'linearis', with narrow petioles and leaves at 45 degrees; and 'filiformis', with extremely narrow or linear petioles.",are,forms,STATIVE
"Except for 'filiformis', all of these can be stages in leaf production of any plant depending on season",be,all,STATIVE
"(decumbent in summer versus short versus semi-erect in spring), length of photoperiod (long petioles in spring versus short in summer), and intensity of light (wide petioles in low light intensity versus narrow in brighter light).",,,CANNOT_DECIDE
"When grown from seed, plants take around four to five years to reach maturity",take,plants,STATIVE
and will live for 20 to 30 years,live,plants,STATIVE
if cultivated in the right conditions.,cultivated,,DYNAMIC
==Etymology==,,,CANNOT_DECIDE
"The plant's common name refers to Venus, the Roman goddess of love.",refers,=,STATIVE
"The genus name, Dionaea (""daughter of Dione""),",,,CANNOT_DECIDE
"refers to the Greek goddess Aphrodite,",refers,name,STATIVE
"while the species name, muscipula is Latin for ""mousetrap"".",is,name,STATIVE
"Historically, the plant was also known by the slang term ""tipitiwitchet"" or ""tippity twitchet"", possibly an oblique reference to the plant's resemblance to human female genitalia.",possibly,Historically,STATIVE
==Carnivory==,,,CANNOT_DECIDE
===Prey selectivity===,,,CANNOT_DECIDE
Most carnivorous plants selectively feed on specific prey.,feed,plants,DYNAMIC
This selection is due to the available prey and the type of trap,is,selection,STATIVE
used by the organism.,used,type,DYNAMIC
"With the Venus flytrap, prey is limited to beetles, spiders and other crawling arthropods.",limited,prey,STATIVE
"In fact, the Dionaea diet is 33% ants, 30% spiders, 10% beetles, and 10% grasshoppers, with fewer than 5%",is,diet,STATIVE
flying insects.,flying,,CANNOT_DECIDE
Given that Dionaea evolved from an ancestral form of Drosera (carnivorous plants,Given,becomes,DYNAMIC
that use a sticky trap instead of a snap trap),use,plants,DYNAMIC
the reason for this evolutionary branching becomes clear.,becomes,reason,DYNAMIC
"Whilst Drosera consume smaller, aerial insects,",consume,Drosera,DYNAMIC
Dionaea consume larger terrestrial bugs.,consume,Dionaea,DYNAMIC
"From these larger bugs, Dionaea are able to extract more nutrients.",are,Dionaea,STATIVE
This gives Dionaea an evolutionary advantage over their ancestral sticky trap form.,gives,This,STATIVE
