Clause,mainVerb,mainReferent,Gold
Thats all I can tell.,tell,I,STATIVE
I nearly fell out of my chair.,fell,I,DYNAMIC
How...?,,,CANNOT_DECIDE
"Not many lower people, including myself, going around wearing a Rolex like that.",including,,DYNAMIC
I could see,see,I,DYNAMIC
"your shoes have been worn a few milimeters,",worn,shoes,DYNAMIC
but the canvas is fairly new.,is,canvas,STATIVE
"As far as the writing goes, youve a considerable amout of ink & graphite on the side of your left hand.",goes,far,STATIVE
Youre a genius!,“,”,STATIVE
I cried.,cried,I,DYNAMIC
She shook her head,shook,She,DYNAMIC
& smiled.,,,DYNAMIC
"Deductions, my friend.",,,CANNOT_DECIDE
Serenity in the Music,,,CANNOT_DECIDE
lovinglife307,,,CANNOT_DECIDE
2008-11-09T15:09:51Z,,,CANNOT_DECIDE
ID: 45723,,,CANNOT_DECIDE
Prequels: 45700,,,CANNOT_DECIDE
Sequels: none,,,CANNOT_DECIDE
Hey.,“,ID,CANNOT_DECIDE
"A girl, sixteen years old, with masses of bright red hair and big gray eyes opened the door.",opened,girl,DYNAMIC
"She snapped her gum,",snapped,She,DYNAMIC
leaning comfortably against the doorway.,leaning,She,STATIVE
Loud music sounded from inside.,sounded,music,DYNAMIC
"Hey, Beth.",,,CANNOT_DECIDE
"I walked up the pathway and into Beths mansion of a house,",walked,I,DYNAMIC
pulling at my camisole nervously.,pulling,,DYNAMIC
Was I ever going to get over being around her?,going,I,CANNOT_DECIDE
I held in a sigh.,held,I,DYNAMIC
Probably not.,Probably,not,CANNOT_DECIDE
Everyones downstairs.,“,,STATIVE
Get yourself a beer.,Get,,CANNOT_DECIDE
"Beth pointed down the stairs, to where the music was blasting from.",pointed,Beth,DYNAMIC
I strode over to the opening.,strode,I,DYNAMIC
"I looked back over my shoulder,",looked,I,DYNAMIC
seeing,seeing,,DYNAMIC
"if she was coming,",coming,she,DYNAMIC
"but Beth was already on the couch, absorbed with a cute junior.",was,I,STATIVE
"I sighed, out loud this time.",sighed,I,DYNAMIC
She didnt notice.,did,She,DYNAMIC
I descended the stairs quickly.,descended,I,DYNAMIC
I couldnt wait to just let go.,wait,I,STATIVE
I was always the life of the party after a few beers.,was,I,STATIVE
"Plus, I didnt feel any pain of any sort",feel,I,STATIVE
when I was at these loud parties.,was,,STATIVE
It was funny actually.,was,It,STATIVE
I found serenity in the booming music.,found,I,DYNAMIC
Regular Routines,,,CANNOT_DECIDE
lovinglife307,,,CANNOT_DECIDE
2008-11-09T15:18:34Z,,,CANNOT_DECIDE
ID: 45724,,,CANNOT_DECIDE
Prequels: 45646,,,CANNOT_DECIDE
Sequels: none,,,CANNOT_DECIDE
I was floating on a cloud.,floating,I,STATIVE
I was sure of it.,was,I,STATIVE
"There was nothing under me, nothing over me, and nothing around me.",was,nothing,STATIVE
Nothing anywhere.,,,CANNOT_DECIDE
I sighed happily.,sighed,I,DYNAMIC
I didnt want it to stop.,want,I,STATIVE
The report wasnt,was,report,STATIVE
"hard, I had already read the book,",read,I,DYNAMIC
and so I just jotted down a few notes for him.,jotted,I,DYNAMIC
He told me,told,He,DYNAMIC
he would finish it later.,finish,told,DYNAMIC
"We kissed more,",kissed,We,DYNAMIC
"sitting there, side by side on the couch.",sitting,more,STATIVE
"We really got into it,",got,We,DYNAMIC
"pushing my hands through his hair, his hands all over me.",pushing,,DYNAMIC
"He pushed his hand under the edge of my shirt,",pushed,He,DYNAMIC
and I didnt notice,did,He,DYNAMIC
until his cool hands touched my chest.,touched,hands,DYNAMIC
"I pulled away abruptly,",pulled,I,DYNAMIC
jerking upright.,,,DYNAMIC
What are you doing?,doing,”,CANNOT_DECIDE
"Oh, cmon Cassie.",,,CANNOT_DECIDE
You know,know,You,STATIVE
you want it.,want,you,STATIVE
"Um, no, I do not.",do,I,STATIVE
He grabbed my wrist,grabbed,He,DYNAMIC
and pulled me back down on top of him.,pulled,He,DYNAMIC
I jerked away.,jerked,I,DYNAMIC
Stop it Matt!,“,,CANNOT_DECIDE
"He kissed my sloppily on my neck,",kissed,He,DYNAMIC
as I tried to throw myself off him.,tried,I,DYNAMIC
I jerked free,jerked,I,DYNAMIC
and ran.,,,DYNAMIC
I just ran.,ran,I,DYNAMIC
I didnt know where.,know,I,STATIVE
I just needed to get away.,needed,I,STATIVE
Evelyn Might,,,CANNOT_DECIDE
THX 0477,,,CANNOT_DECIDE
2008-11-09T15:31:02Z,,,CANNOT_DECIDE
ID: 45725,,,CANNOT_DECIDE
Prequels: 45667,,,CANNOT_DECIDE
Sequels: none,,,CANNOT_DECIDE
"Good, came a disembodied voice from deep in several shadows at once.",came,THX,DYNAMIC
"Great, I countered.",countered,I,DYNAMIC
"Rather than really engage,",engage,,CANNOT_DECIDE
I tried to take better stock of the situation.,tried,I,DYNAMIC
"Brian was conscious but totally out of it, the poor guy.",was,guy,STATIVE
"His technical expertise had been invaluable in the past weeks,",been,expertise,STATIVE
but he just didnt have the stomach for the rough stuff.,have,expertise,STATIVE
Evelyn was...,was,Evelyn,STATIVE
You know,know,You,STATIVE
"what we want, interrupted the voice, booming and echoing through the stark environment of the industrial complex.",want,we,STATIVE
It had seemed like such a great base of operations at the time.,seemed,It,STATIVE
I hate,hate,I,STATIVE
when they say,say,they,DYNAMIC
"that, I thought,",thought,know,DYNAMIC
I never know,know,I,STATIVE
what they want.,want,they,STATIVE
"Yeah, sure, I tossed back into the shadows carelessly,",“,,DYNAMIC
but lets pretend I dont.,“,I,CANNOT_DECIDE
If only I could keep them talking long enough,keep,I,DYNAMIC
"for Evelyn to wake up, then she might...well, she might...",,,CANNOT_DECIDE
"The device, Mr. Red.",“,she,CANNOT_DECIDE
And I suppose,suppose,I,STATIVE
you expect me to just hand it over?,expect,you,STATIVE
"That was actually quite unlikely,",was,That,STATIVE
since I had no idea,had,I,STATIVE
which device they meant.,meant,they,STATIVE
We had a lot of devices.,had,We,STATIVE
Bonfire,,,CANNOT_DECIDE
XxjerseyxgirlxX,,,CANNOT_DECIDE
2008-11-09T17:18:21Z,,,CANNOT_DECIDE
ID: 45726,,,CANNOT_DECIDE
Prequels: none,,,CANNOT_DECIDE
Sequels: none,,,CANNOT_DECIDE
"The group started to get up, walking to their cars",started,group,DYNAMIC
that awaited them in the parking lot.,awaited,cars,STATIVE
"One by one, they got up from their spot on the sandallowing",got,they,DYNAMIC
"their eyes to leave the fire,",leave,eyes,CANNOT_DECIDE
letting it burn out by itself.,letting,they,STATIVE
"Two people were left, in their winter coats and denim jeans,",left,people,STATIVE
"sitting,",sitting,,STATIVE
watching the fire die out...,watching,sitting,STATIVE
Only three cars were left in the lot.,left,cars,STATIVE
"A girl yelled,",yelled,girl,DYNAMIC
catching their attention.,catching,,DYNAMIC
They looked at each other,looked,They,DYNAMIC
"and got up,",got,They,DYNAMIC
wiping the sand from their legs.,wiping,They,DYNAMIC
"The walked off the beach together,",walked,The,DYNAMIC
"arms linked,",linked,arms,STATIVE
as the last car pulled away.,pulled,car,DYNAMIC
The boy walked the girl to her car.,walked,boy,DYNAMIC
Silence.,,,CANNOT_DECIDE
"Before she stepped inside,",stepped,she,DYNAMIC
"she looked into his dark blue eyes,",looked,she,DYNAMIC
and said goodbye.,said,she,DYNAMIC
He stepped away,stepped,He,DYNAMIC
as the car backed up.,backed,car,DYNAMIC
He jumped in his own car,jumped,He,DYNAMIC
and turned the engine on.,turned,He,DYNAMIC
"As he turned away from the beach,",turned,he,DYNAMIC
"he saw the last flame of the fire,",saw,he,DYNAMIC
what used to be so huge,used,fire,STATIVE
he was afraid,was,he,STATIVE
"they wouldnt be able to put it out,",be,they,STATIVE
go away forever.,go,flame,CANNOT_DECIDE
Bonfire,,,CANNOT_DECIDE
XxjerseyxgirlxX,,,CANNOT_DECIDE
2008-11-09T17:19:10Z,,,CANNOT_DECIDE
ID: 45727,,,CANNOT_DECIDE
Prequels: none,,,CANNOT_DECIDE
Sequels: none,,,CANNOT_DECIDE
"The group started to get up, walking to their cars",started,group,DYNAMIC
that awaited them in the parking lot.,awaited,cars,STATIVE
"One by one, they got up from",got,they,DYNAMIC
"their spot on the sandallowing their eyes to leave the fire,",leave,eyes,STATIVE
letting it burn out by itself.,letting,they,STATIVE
"Two people were left, in",left,people,STATIVE
"their winter coats and denim jeans, sitting,",sitting,,STATIVE
watching the fire die out,watching,sitting,STATIVE
...Only three cars were left in the lot.,left,cars,STATIVE
A girl,,,CANNOT_DECIDE
"yelled,",yelled,girl,DYNAMIC
catching their attention.,,,DYNAMIC
They looked at each other,looked,They,DYNAMIC
"and got up,",got,They,DYNAMIC
wiping the sand from their legs.,wiping,They,DYNAMIC
The walked off,walked,The,DYNAMIC
"the beach together, arms linked,",linked,arms,STATIVE
as the last car pulled away.,pulled,car,DYNAMIC
The boy walked the girl to her car.,walked,boy,DYNAMIC
Silence.,,,CANNOT_DECIDE
Before she,,,CANNOT_DECIDE
"stepped inside,",stepped,she,DYNAMIC
"she looked into his dark blue eyes,",looked,she,DYNAMIC
and said goodbye.,said,she,DYNAMIC
He stepped away,stepped,He,DYNAMIC
as the car backed up.,backed,car,DYNAMIC
He jumped in,jumped,He,DYNAMIC
his own car and turned the engine on.,turned,He,DYNAMIC
"As he turned away from the beach,",turned,he,DYNAMIC
"he saw the last flame of the fire,",saw,he,DYNAMIC
what used to,used,fire,CANNOT_DECIDE
be so huge,be,fire,CANNOT_DECIDE
he was afraid,was,he,STATIVE
"they wouldnt be able to put it out,",be,they,STATIVE
go away forever.,go,flame,CANNOT_DECIDE
Getting Lucky,Getting,tears,CANNOT_DECIDE
K,,,CANNOT_DECIDE
2008-11-09T17:28:10Z,,,CANNOT_DECIDE
ID: 45728,,,CANNOT_DECIDE
Prequels: none,,,CANNOT_DECIDE
Sequels: none,,,CANNOT_DECIDE
You rub her back,rub,You,DYNAMIC
"as she sniffles,",sniffles,she,DYNAMIC
tears soaking into your hoodie.,soaking,tears,DYNAMIC
"""I hope",hope,I,STATIVE
you're enjoying junior year,enjoying,you,STATIVE
"while it lasts,""",lasts,it,STATIVE
"she mumbles bitterly,",mumbles,she,DYNAMIC
pulling out of your embrace.,pulling,,DYNAMIC
"Her eyes are rimmed red,",rimmed,eyes,STATIVE
"with dark bags under them, testifying her",testifying,,STATIVE
exhaustion.,,,CANNOT_DECIDE
"""I should be doing my God damn English homework.""",doing,I,DYNAMIC
"Her hands dance in mid-air,",dance,hands,DYNAMIC
looking for where she left her,looking,,DYNAMIC
pen and paper before her breakdown interlude.,,,CANNOT_DECIDE
"""You should be sleeping, you tell her,",sleeping,You,STATIVE
pushing strands of blonde hair,pushing,sleeping,DYNAMIC
away from her face.,,,CANNOT_DECIDE
"You let your finger tips play across her features,",let,You,DYNAMIC
traveling from tear stained cheeks up to heavy,traveling,,DYNAMIC
eyelids.,,,CANNOT_DECIDE
"""Is my lazy eye getting googly?""",Is,,CANNOT_DECIDE
"she asks, half a smile",asks,she,DYNAMIC
gracing her face.,gracing,smile,STATIVE
"""A little,"" you respond with a grin.",respond,you,DYNAMIC
"""No wonder I see six of you,""",see,I,DYNAMIC
she teases.,teases,wonder,DYNAMIC
"""And here I thought",thought,I,STATIVE
"I was just getting lucky.""",was,,DYNAMIC
Copy Ficlet Challenge,,,CANNOT_DECIDE
Wyatt Aapr,,,CANNOT_DECIDE
2008-11-09T18:00:26Z,,,CANNOT_DECIDE
ID: 45729,,,CANNOT_DECIDE
Prequels: none,,,CANNOT_DECIDE
Sequels: none,,,CANNOT_DECIDE
"Ive somehow managed to write 225 ficlets, to me its amazing.",’s,it,DYNAMIC
"To thoses of you that have written 3, 4 and 500 ficlets or more",ficlets,more,DYNAMIC
its small potatoes.,’s,it,STATIVE
"However, Ill throw out a Challenge.",’ll,I,DYNAMIC
My last one drew,drew,one,DYNAMIC
so few writers I didnt pick a winner.,pick,I,DYNAMIC
Maybe this one will do better.,do,one,DYNAMIC
The Challenge is to write a sequel to another writers ficlet.,is,Challenge,STATIVE
"But, not to anyone you have sequeled before,",sequeled,you,DYNAMIC
and it has to be a ficlet,has,you,STATIVE
that has not been sequeled.,sequeled,ficlet,DYNAMIC
Enclude the original ficlet name in your sequel.,Enclude,,CANNOT_DECIDE
"Good Luck, and have fun.",have,and,CANNOT_DECIDE
I will pick a winner on Nov. 27th (my birthday),pick,I,DYNAMIC
"Prose of Priscilla, Poetry of Paralee",,,CANNOT_DECIDE
SaveTheUnicorns,SaveTheUnicorns,Poetry,CANNOT_DECIDE
2008-11-09T18:00:48Z,,,CANNOT_DECIDE
ID: 45730,,,CANNOT_DECIDE
Prequels: none,,,CANNOT_DECIDE
Sequels: none,,,CANNOT_DECIDE
"If middle school was a kingdom,",was,school,STATIVE
then Priscilla would surely be the queen.,be,Priscilla,STATIVE
"She was tall, graceful, pretty, and interacted well with people.",was,She,STATIVE
"She wore stylish, trendy clothes,",wore,She,STATIVE
and was the one,was,,STATIVE
that people strived to please.,strived,people,DYNAMIC
"Priscilla was adored by the teachers,",adored,Priscilla,STATIVE
and she knew,knew,Priscilla,STATIVE
how to get,get,she,CANNOT_DECIDE
what she wanted.,wanted,she,STATIVE
Though she acted kindly,acted,she,DYNAMIC
"and refrained from malicious acts of meaness most of the time,",refrained,she,DYNAMIC
she still had a slice of vanity in her essence.,had,she,STATIVE
She didnt quite fancy the idea of spending time,did,fancy,STATIVE
with anyone deemed unpopular or stupid.,deemed,anyone,STATIVE
"Occasionally, she would volunteer her time for charity,",volunteer,she,DYNAMIC
but she didnt work the hardest.,work,she,DYNAMIC
"Yet whenever she did even the slightest good deed,",did,she,DYNAMIC
a newspaper reporter always happened to be around.,happened,reporter,STATIVE
"Despite the fact that she was deemed an intelligent beauty by many, and as much",deemed,she,STATIVE
"as she was one, the amazing truth still stood.",stood,truth,STATIVE
"As much as it appeared,",appeared,it,STATIVE
"she wasnt the greatest, or the purest, prettiest, or bravest.",was,she,STATIVE
There was another,was,another,STATIVE
who was all of this and so much more.,was,another,STATIVE
"Someday, all would see this.",see,Someday,DYNAMIC
Cocooned,,,CANNOT_DECIDE
Stovohobo,,,CANNOT_DECIDE
2008-11-09T18:04:41Z,,,CANNOT_DECIDE
ID: 45731,,,CANNOT_DECIDE
Prequels: 45697,,,CANNOT_DECIDE
Sequels: 45737,,,CANNOT_DECIDE
"Contoured metallic parts glided and folded out over me,",glided,parts,DYNAMIC
emerging from the wall,emerging,,DYNAMIC
and pushing me back in with them.,pushing,,DYNAMIC
The androids face was lost,lost,face,STATIVE
as I was suddenly plunged into darkness.,plunged,I,DYNAMIC
I screamed.,screamed,I,DYNAMIC
I screamed,screamed,I,DYNAMIC
"for all I was worth,",was,I,STATIVE
claustrophobia rampaging in my stomach like a terrified bull.,terrified,,DYNAMIC
"My arms and legs vibrated,",vibrated,legs,DYNAMIC
struggling like crazy to get free.,struggling,,DYNAMIC
"A voice, genderless and robotic, suddenly filled my head.",filled,voice,DYNAMIC
Do nOt mO-ove.,mO-ove,nOt,CANNOT_DECIDE
"Ana-LYzing i-in THREE -e, TWO -oo, WUH -un.",,,CANNOT_DECIDE
"A sharp blade of light blinded me for a split second,",blinded,blade,DYNAMIC
then moved down the rest of my body.,moved,split,DYNAMIC
I could see,see,I,DYNAMIC
I was totally encased in metal.,encased,I,STATIVE
Claustrophobia started welling up again.,started,Claustrophobia,DYNAMIC
"The bar of blue light retracted into the front of my shell,",retracted,bar,DYNAMIC
"and with a sudden lurch,",,,CANNOT_DECIDE
the pod hurtled upward.,hurtled,pod,DYNAMIC
"I was being shot to the top of the building, racing through its walls.",shot,I,DYNAMIC
It was all one gigantic machine.,was,It,STATIVE
"Suddenly it stopped,",stopped,it,DYNAMIC
and I had the sense,had,it,STATIVE
"I was very, very high up.",was,I,STATIVE
Stay For the Weekend,,,CANNOT_DECIDE
K,,,CANNOT_DECIDE
2008-11-09T18:09:26Z,,,CANNOT_DECIDE
ID: 45732,,,CANNOT_DECIDE
Prequels: none,,,CANNOT_DECIDE
Sequels: 45740,,,CANNOT_DECIDE
"She ducks into your car,",ducks,She,DYNAMIC
followed by a cloud of perfume and a burst of autumn air.,followed,car,STATIVE
Hi!,“,,CANNOT_DECIDE
"she chirps,",chirps,she,DYNAMIC
reaching across the center console to wrap her arms around your neck.,reaching,,DYNAMIC
Her blonde curls tickle at your face,tickle,curls,DYNAMIC
and you smile into her neck.,smile,curls,DYNAMIC
"In reality, you saw her two weeks ago,",saw,you,DYNAMIC
but it feels longer.,feels,you,STATIVE
"You needed this- orange leaves and winding roads, the sound of her voice and the radio humming softly in the back of the car.",needed,You,STATIVE
"You both take deep breaths,",take,You,DYNAMIC
and you are off;,are,you,STATIVE
scenery rolls by,rolls,scenery,DYNAMIC
as the two of you chat endlessly.,chat,scenery,DYNAMIC
She laughs at your drunken tales,laughs,She,DYNAMIC
and you roll your eyes at the boys,roll,She,DYNAMIC
who do not realize,realize,boys,DYNAMIC
they are lucky to have her around.,are,they,STATIVE
"One day, Ill find someone,",’ll,I,DYNAMIC
she sighs.,sighs,she,DYNAMIC
If only she realized,realized,she,DYNAMIC
that she does not have to look very far....,have,she,DYNAMIC
You Can't Run on Crutches,Run,You,DYNAMIC
Wyatt Aapr,,,CANNOT_DECIDE
2008-11-09T18:33:03Z,,,CANNOT_DECIDE
ID: 45733,,,CANNOT_DECIDE
Prequels: 45714,,,CANNOT_DECIDE
Sequels: 47466,,,CANNOT_DECIDE
"Mable was the prettiest soiled dove at the Longhorn,",dove,realized,STATIVE
so naturally Archie wanted to see,wanted,Archie,STATIVE
what her bloomers looked like.,looked,bloomers,STATIVE
He couldnt afford anything else,afford,He,STATIVE
"she might have to offer,",have,she,STATIVE
but lookin at her bloomers was free.,was,’,STATIVE
"Archie picked up his crutch,",picked,Archie,DYNAMIC
"and slowly and carefully, followed Wilber down the alley.",followed,Archie,DYNAMIC
They had to maneuver around the small pile of broken rail pieces.,had,They,DYNAMIC
Wilber looked up,looked,Wilber,DYNAMIC
"and pointed to the landings broken rail,Someone aught a fix",pointed,Wilber,DYNAMIC
that afor someone gets hurt.,hurt,fix,DYNAMIC
"Archie mumbled, Idiot.",,,DYNAMIC
"As they grew closer,",grew,they,DYNAMIC
they could see some lacy undies,see,they,DYNAMIC
flapping in the breeze.,flapping,undies,DYNAMIC
"Would you look at that,",“,”,CANNOT_DECIDE
 said Wilber.,said,”,DYNAMIC
"Indeed, the colorful undies were a sight to behold.",were,undies,STATIVE
"There were six pairs of panties, pink, red, black, purple, white with frilly lace and yellow.",were,pairs,STATIVE
"Archie, lets steal us a pair, Wilber said",said,Archie,DYNAMIC
"as he overturned an empty whiskey barrel,",overturned,he,DYNAMIC
climbed up,climbed,he,DYNAMIC
and yanked two pairs of panties from the line.,yanked,he,DYNAMIC
"Here Archie, stick these in your pocket.",“,,CANNOT_DECIDE
"Then a voice called out, Stop Thief!",called,voice,DYNAMIC
Wilber ran.,ran,Wilber,DYNAMIC
Profession,,,CANNOT_DECIDE
g2 (la pianista irlandesa),,,CANNOT_DECIDE
2008-11-09T18:38:52Z,,,CANNOT_DECIDE
ID: 45734,,,CANNOT_DECIDE
Prequels: 45722,,,CANNOT_DECIDE
Sequels: 45885,,,CANNOT_DECIDE
Deductions?,,,CANNOT_DECIDE
Of course.,Of,“,CANNOT_DECIDE
"It is one thing to see,",is,It,STATIVE
it is another entirely to deduce.,is,it,STATIVE
One must be bold,be,,STATIVE
"in deductions, must not be afraid of being wrong.",be,,STATIVE
"But, if one is wrong?",“,”,STATIVE
She shrugged.,shrugged,She,DYNAMIC
Scrap it,Scrap,“,CANNOT_DECIDE
& start over.,,,CANNOT_DECIDE
"But one always must first observe & gather the facts,",observe,one,DYNAMIC
then draw conclusions.,draw,gather,DYNAMIC
"Going in the other direction always bends facts to theories,",Going,,DYNAMIC
& it always becomes distorted.,becomes,it,DYNAMIC
Her face scrunched at the very thought.,face,Her,DYNAMIC
"I wouldve continued,",’ve,I,DYNAMIC
"but an odd, siren noise rang out.",rang,I,DYNAMIC
Oh!,,,CANNOT_DECIDE
"Sheila exclaimed,",exclaimed,Sheila,DYNAMIC
reaching for her black Alias.,reaching,,DYNAMIC
"A client, probably.",“,,CANNOT_DECIDE
Client?,,,CANNOT_DECIDE
"Oh, yes.",“,,CANNOT_DECIDE
"You see,",see,You,STATIVE
"I like to keep my mind busy with small problems,",like,I,STATIVE
& people will come to me for advice.,come,people,DYNAMIC
Like a detective?,“,,CANNOT_DECIDE
She shot me a look.,shot,She,DYNAMIC
Im not associated with the official police.,’m,I,STATIVE
Huge difference between the two.,”,difference,CANNOT_DECIDE
She turned back to her phone.,turned,She,DYNAMIC
"Ah yes, someones on his way over.",“,”,STATIVE
I should probably not intrude... I started to get up.,intrude,I,DYNAMIC
Nonsense!,,,CANNOT_DECIDE
If anything youll be a help!,be,anything,STATIVE
"But no matter now, because here comes our client.",matter,no,DYNAMIC
Him and I,,,CANNOT_DECIDE
OMGitsBeckii,OMGitsBeckii,I,CANNOT_DECIDE
2008-11-09T19:01:39Z,,,CANNOT_DECIDE
ID: 45735,,,CANNOT_DECIDE
Prequels: none,,,CANNOT_DECIDE
Sequels: none,,,CANNOT_DECIDE
I am looking into the eyes of my friend.,looking,I,STATIVE
The one thing that cheers me up when I am sad.,cheers,thing,STATIVE
The thing I forgive,forgive,I,DYNAMIC
when he does things,does,he,DYNAMIC
that are bad.,are,thing,STATIVE
The thing I will love until the end.,love,I,STATIVE
"My dog, my friend.",My,,CANNOT_DECIDE
~THE END ~,,,CANNOT_DECIDE
(Serial Killer Challenge) Curtains For Kitty,Curtains,~,CANNOT_DECIDE
Kermitgorf,,,CANNOT_DECIDE
2008-11-09T19:05:24Z,,,CANNOT_DECIDE
ID: 45736,,,CANNOT_DECIDE
Prequels: 45717,,,CANNOT_DECIDE
Sequels: none,,,CANNOT_DECIDE
"A maniacal laugh seemed so clich,",seemed,laugh,STATIVE
"but that is exactly what Cesar did as he stood before Millicent and her children,",is,~,DYNAMIC
holding their kitten in his beefy hands.,holding,,STATIVE
"""One twist is all it will take,",is,twist,STATIVE
"so tell me,",tell,gon,CANNOT_DECIDE
"what's it gonna be?""",'s,it,CANNOT_DECIDE
"Cesar said,",said,Cesar,DYNAMIC
"""Tell your old pal Cesar",Tell,Cesar,CANNOT_DECIDE
"where your old man is,",is,man,STATIVE
"or it's curtains for Kitty.""",'s,it,STATIVE
The girls cried.,cried,girls,DYNAMIC
Their mother looked with contempt upon the loathsome slime bag,looked,mother,STATIVE
holding their kitten.,holding,mother,STATIVE
The kitten would have to die,have,kitten,DYNAMIC
before she would tell him,tell,she,DYNAMIC
where her husband was hiding.,hiding,husband,STATIVE
"He would threaten the girls next,",threaten,He,DYNAMIC
she knew.,knew,threaten,STATIVE
"""Lady, your hubby saw me kill that last girl in the park.",saw,hubby,DYNAMIC
I watched him,watched,I,DYNAMIC
as he held her hand,held,he,STATIVE
as she died.,died,she,DYNAMIC
I know,know,I,STATIVE
he saw me.,saw,he,DYNAMIC
"He can identify me lady,",identify,He,DYNAMIC
I simply cannot allow that to happen.,allow,identify,DYNAMIC
"I will snap your daughters necks like little twigs,""",snap,I,DYNAMIC
