Clause,mainVerb,mainReferent,Gold
"We picked two neighborhoods to cruise,",picked,We,DYNAMIC
and dove in.,dove,We,DYNAMIC
"But once we entered Detroit,",entered,we,DYNAMIC
the truth hit fast: this is a modern American ghost town.,hit,truth,DYNAMIC
The place is practically deserted.,deserted,place,STATIVE
"Its streets, built wide to accommodate heavy traffic,",built,streets,STATIVE
are mostly empty.,are,streets,STATIVE
"Houses and businesses are boarded up,",boarded,businesses,STATIVE
"painted up,",painted,Houses,STATIVE
bombed out,bombed,Houses,STATIVE
and falling down.,falling,Houses,DYNAMIC
"Even in the center of the business district, there's no traffic and hardly any people.",'s,traffic,STATIVE
Don't believe me?,believe,,CANNOT_DECIDE
I videotaped it:,videotaped,I,DYNAMIC
It got worse,got,worse,DYNAMIC
"as we drove into residential areas,",drove,we,DYNAMIC
looking for those cheap houses.,looking,,DYNAMIC
"In fact, I've never felt so out of place in all my life .",felt,I,STATIVE
"Even in Chicago's South Side, where we counted five white people in an hour,",counted,we,DYNAMIC
I felt fine just driving around; not so in Detroit.,felt,I,STATIVE
"Truthfully, it wasn't about race:",was,about,STATIVE
it was about being naive.,was,it,STATIVE
It was about driving down streets,was,It,STATIVE
where we truly did not belong,belong,we,STATIVE
and were not welcome.,were,we,STATIVE
"Detroit is a ghost town,",is,Detroit,STATIVE
and it's inhabited by ghosts:,inhabited,town,STATIVE
the only people left here are those who can't,are,people,STATIVE
or won't leave.,leave,those,DYNAMIC
"They live in deserted neighborhoods, in houses with collapsed front steps and missing windows.",live,They,STATIVE
They sit on the porch,sit,They,STATIVE
"and watch the cars go by,",watch,They,DYNAMIC
"watch the deals go down,",watch,go,DYNAMIC
watch their neighborhoods crumble.,watch,go,DYNAMIC
"And we, driving through slowly",driving,we,DYNAMIC
"and reading house numbers in a late-model Honda,",reading,we,DYNAMIC
stuck out like a couple of thumbs.,stuck,we,DYNAMIC
"So we sped up,",sped,we,DYNAMIC
and went straight to the houses.,went,we,DYNAMIC
"Sometimes we stopped to take a photo,",stopped,we,DYNAMIC
but mostly we didn't.,did,we,DYNAMIC
"Earp and I have each lived happily in the wilds of West Oakland,",lived,Earp,STATIVE
but the danger I felt in Detroit was like nothing I'd experienced before.,was,Earp,STATIVE
I was actually afraid for my life.,afraid,I,STATIVE
The New York Times correspondent wrote,wrote,correspondent,DYNAMIC
"that his friend Mitch's $1,900 home ""had already been stripped of its appliances and wiring ...",stripped,home,DYNAMIC
"But for Mitch that only added to its appeal,",added,Mitch,STATIVE
"because he now had the opportunity to renovate it with solar heating, solar electricity and low-cost, high-efficiency appliances.""",had,he,STATIVE
As for the $100 house?,,,CANNOT_DECIDE
"It ""needed some work,",needed,It,STATIVE
"a hole patched, some windows replaced.""",replaced,windows,CANNOT_DECIDE
"Well, I don't know",know,I,STATIVE
"what part of Detroit these folks live in, but the $100 houses",live,folks,STATIVE
I saw looked more like this:,looked,I,STATIVE
"You see,",see,You,STATIVE
abandoned houses in this town get set on fire.,set,houses,DYNAMIC
No exceptions.,,,CANNOT_DECIDE
"Wherever we went in those neighborhoods, one in four houses had been torched.",torched,one,DYNAMIC
"On one corner, we saw a giant banner hung across a charred front porch.",saw,we,DYNAMIC
"We didn't slow down to take a photo,",slow,We,DYNAMIC
but I'll paraphrase: DON'T BURN,paraphrase,We,DYNAMIC
HOUSES DOWN!,,,CANNOT_DECIDE
DETROIT POLICE ARE WATCHING YOU!,,,DYNAMIC
Except that they obviously aren't.,Except,,DYNAMIC
People who live in this part of town,live,People,STATIVE
are on their own.,are,People,STATIVE
"And although I and many others would love to own even a fire-scarred, condemned building,",love,others,STATIVE
the fact is that we wouldn't last a week here.,is,fact,STATIVE
"Buy a $100 house in Detroit,",Buy,,CANNOT_DECIDE
and you get a lifetime supply of sleepless nights:,get,you,DYNAMIC
you'll spend the next several years,spend,you,STATIVE
waiting,waiting,,STATIVE
"for burglars and arsonists, murderers and crackheads to break in the windows.",break,,CANNOT_DECIDE
"It's like the Wild West without the scenery, the gold, and the hope.",'s,It,STATIVE
It's the Rust Belt.,'s,It,STATIVE
"Ultimately, I do believe",believe,I,STATIVE
that change will come to Detroit.,come,change,DYNAMIC
There will be a green movement here ;,be,,STATIVE
in fact it's already being cultivated by forward-thinking groups and intrepid locals .,cultivated,it,DYNAMIC
"One day, this place will be reborn.",be,place,DYNAMIC
"But right now, the NYT's story reeks of Shinola.",reeks,story,STATIVE
"Truth is,",is,Truth,STATIVE
any artist-type who moves into this part of Detroit is probably pretty handy with a pistol or a shotgun .,is,artist-type,STATIVE
"Anyone who takes this plunge is risking their life every day,",risking,Anyone,DYNAMIC
betting on a future,betting,Anyone,DYNAMIC
that may take a long time to arrive.,take,future,STATIVE
"Long story short: Yes, you can buy a house in Detroit for $100.",buy,story,DYNAMIC
And you will get,get,you,DYNAMIC
what you pay for.,pay,get,DYNAMIC
"Cheers to Toby Barlow , who inspired my trek to Detroit,",Cheers,,DYNAMIC
"and who believes in a happier, greener future.",believes,Barlow,STATIVE
"May your every dream come true, sir, and your book sell fabulously.",come,May,DYNAMIC
"16 Responses to ""Detroit and the Myth of the $100 House""",,,CANNOT_DECIDE
bisnis 16.,bisnis,Responses,CANNOT_DECIDE
"Sep, 2009 at 9:46 pm",,,CANNOT_DECIDE
Great post.,,,CANNOT_DECIDE
Thank you for this info.,Thank,,DYNAMIC
I need that,need,I,STATIVE
Myself 19.,,,CANNOT_DECIDE
"Sep, 2009 at 10:06 am",am,,CANNOT_DECIDE
Please track down,Please,2009,CANNOT_DECIDE
and watch a movie,watch,,CANNOT_DECIDE
"called ""Detroit: A City to Yourself"", by Nicole MacDonald.",called,movie,STATIVE
"It's full of this imagery, and talks about the 1805 fire and rebuilding, and the post-industrial devastation",'s,It,STATIVE
that's ravaged the city since.,ravaged,devastation,DYNAMIC
"Most poignantly, it talks about Hurricane Katrina,",talks,it,STATIVE
"which focused attention on rebuilding another city with this level of devastation, and how without a single catastrophic event to blame for it, Detroit's decay has gone unsympathetically ignored.",focused,Katrina,DYNAMIC
"The movie wraps up by observing this,",wraps,movie,DYNAMIC
how abandoned buildings and spaces are being reclaimed by nature.,reclaimed,this,DYNAMIC
"About the pop fiction which explores the concept of a post-human world,",explores,fiction,STATIVE
and how it already exists now.,exists,fiction,STATIVE
"And about how, if you're a pheasant, that's not such a bad thing.",'s,that,STATIVE
HOWEVER ...,,,CANNOT_DECIDE
There's a lot more to Detroit than that.,'s,HOWEVER,STATIVE
There are industrial spaces,are,spaces,STATIVE
being turned into low-rent artist lofts and business incubators.,turned,spaces,DYNAMIC
"(Look at the Russell Industrial Complex, for one example.)",Look,,CANNOT_DECIDE
There are neighborhoods,are,neighborhoods,STATIVE
that refuse to cave.,refuse,neighborhoods,STATIVE
(west of Livernois around McNichols).,,,CANNOT_DECIDE
There's a whole bunch of nice stuff,'s,bunch,STATIVE
"happening along the riverfront, from downtown up towards Stroh Place.",happening,bunch,DYNAMIC
And there's always Belle Isle.,'s,Isle,STATIVE
"When friends come to Detroit,",come,friends,DYNAMIC
I take them there.,take,I,DYNAMIC
"It's our in-the-river park, 982 acres of green space, with a zoo, a botanical garden and conservatory, rentable paddle boats, and tons of other neat stuff.",'s,It,STATIVE
"Next time you're in Detroit, please head over.",'re,you,CANNOT_DECIDE
"Oh, and entry is free,",is,so,STATIVE
so it's available to anyone regardless of economic status.,'s,it,STATIVE
You're liable to see families,'re,You,STATIVE
"picnicking,",picnicking,families,DYNAMIC
"bums gathering bottles and cans,",gathering,families,DYNAMIC
"geese foraging,",foraging,families,DYNAMIC
and deer cautiously wandering the edge of the woods.,wandering,families,CANNOT_DECIDE
Within a hundred yards of each other.,,,CANNOT_DECIDE
"Some of that cheap real estate isn't too horrible, either.",is,Some,STATIVE
There's a whole street,'s,street,STATIVE
"being taken over by artists, Farnsworth between Moran and McDougall.",taken,street,DYNAMIC
"Some of the things they've done down there are amazing,",are,Some,STATIVE
and the community garden is a great bridge to the surrounding neighborhood.,is,garden,STATIVE
"A few weeks ago, someone broke into their shed to steal their garden tools.",broke,someone,DYNAMIC
Think,Think,,CANNOT_DECIDE
"about that for a moment, hoes and shovels don't have enough pawn value to be worth carrying out.",have,shovels,STATIVE
Whoever took that stuff is probably using it in their own garden.,using,took,DYNAMIC
"Yes, Detroit's got more than its share of bad spots,",got,Detroit,STATIVE
you're right.,'re,you,STATIVE
"I've lived in the metro area my whole life,",lived,I,STATIVE
and there are areas,are,I,STATIVE
(I can't call them neighborhoods) down there,call,I,STATIVE
"where I don't feel safe in daytime, much less at night.",feel,I,STATIVE
"But there are bright spots,",are,spots,STATIVE
"and behind every one of them is a person, or a bunch of people,",is,them,STATIVE
who refuse to give up.,refuse,people,STATIVE
Jessica 19.,,,CANNOT_DECIDE
"Sep, 2009 at 10:30 am",,,CANNOT_DECIDE
Myself -- Thanks for the comment and the great information.,Thanks,Sep,CANNOT_DECIDE
You are exactly the kind of person,are,You,STATIVE
who gives me back the hope,gives,kind,DYNAMIC
I lost on my way into town.,lost,I,DYNAMIC
Seems,,,STATIVE
there's a pretty solid group of Detroit residents,'s,group,STATIVE
"who are truly committed to restoring the city,",committed,group,STATIVE
and that's beautiful to see.,'s,that,STATIVE
Love the fact,,,STATIVE
that people are stealing garden implements,implements,fact,DYNAMIC
(though it's still sad,'s,it,STATIVE
that they need to).,need,they,STATIVE
"I will absolutely watch A City To Yourself, thank you for the recommendation.",watch,I,DYNAMIC
"And when I'm in the area again,",'m,I,STATIVE
I'll go out to Belle Isle,go,I,DYNAMIC
and think long&hard about the future of American cities,think,I,DYNAMIC
-- as I'm sure,'m,I,STATIVE
you do occasionally too.,do,you,DYNAMIC
Reader Not Writer 20.,,,CANNOT_DECIDE
"Sep, 2009 at 10:17 pm",Sep,I,CANNOT_DECIDE
"Well, growing up not far from Detroit myself,",growing,Sep,STATIVE
I would point out a few things: 1.,point,I,DYNAMIC
Driving a Honda in Detroit right now probably isn't really going to get you welcomed with open arms.,going,Driving,DYNAMIC
"See, there's a wee bit of loyalty to the Big 3 and driving",'s,bit,STATIVE
"a foreign car doesn't really scream ""solidarity"" to those",scream,bit,DYNAMIC
struggling to survive.,struggling,those,DYNAMIC
Most of the funny looks you got were less about your color than about your ride.,were,Most,STATIVE
"You think I'm kidding,",think,You,STATIVE
but I couldn't be more serious,be,I,STATIVE
-- that Honda is a visceral reminder for people of how the American consumer has left Detroit in the dust.,is,Honda,STATIVE
2. Detroit (proper),,,CANNOT_DECIDE
"has been dying for a long time -- before the 1968 riots, even.",dying,Detroit,DYNAMIC
"Its going to take some pioneering individuals to start creating those pockets of innovation, creativity, and vision.",going,Its,STATIVE
But its not going to happen with the investment of $100 into a single house.,going,,DYNAMIC
"Someone will need to begin by creating an urban ""oasis""",need,Someone,STATIVE
that mitigates some of the fears,mitigates,oasis,STATIVE
that you had while driving through the city,had,you,STATIVE
"-- where to buy groceries, a place",buy,Someone,CANNOT_DECIDE
"where you can feel safe on your own front porch, the freedom to sleep soundly",feel,you,STATIVE
without worrying about your copper wiring.,worrying,freedom,CANNOT_DECIDE
3. For all that is wrong with Detroit,is,all,STATIVE
-- and that's nearly everything --,'s,that,STATIVE
you'd be astonished by the pride,astonished,you,STATIVE
that Detroiters have for their city.,have,,STATIVE
"They lack the means to build her back to her former glory,",lack,They,STATIVE
but she won't be abandoned.,abandoned,They,STATIVE
"For all of those who are trapped there by their circumstances,",trapped,those,STATIVE
there are just as many,are,many,STATIVE
who insist,insist,many,STATIVE
that they wouldn't live anywhere else.,live,they,STATIVE
Raggedy Anarchy 21.,,,CANNOT_DECIDE
"Sep, 2009 at 7:21 pm",,,CANNOT_DECIDE
Thank you for the opportunity to see post-BushCo era Detroit through the prism of your vision.,Thank,2009,DYNAMIC
"I've never been there,",been,I,STATIVE
"but ever since that mad, possessed American History Professor I had,",possessed,,STATIVE
I've been haunted by Detroit.,haunted,I,DYNAMIC
"No, even before that -- The Dollmaker has often been called 'America's least pretentious masterpiece'.",called,Dollmaker,STATIVE
"(Joyce Carol Oates in the NYTBR) When folks like Gertie Nevels, and Levon Helm and John Hiatt and my favorite, John Henry, left the mountains to go wrestle with the Industrial leviathan in Detroit,",left,like,DYNAMIC
they were in it to the death.,were,they,STATIVE
Detroit won't be the death of the courage of those early Detroit pioneers;,be,Detroit,STATIVE
it looks,looks,it,STATIVE
like Nature will prevail after all.,prevail,Nature,STATIVE
Everybody wins.,,,DYNAMIC
I love,,,STATIVE
what you are doing.,doing,you,DYNAMIC
Uncle B 18.,,,CANNOT_DECIDE
"Oct, 2009 at 7:53 am",am,,CANNOT_DECIDE
Is this the monument,,,CANNOT_DECIDE
"left behind for the world to witness, by Corporatism, Capitalism?",left,this,STATIVE
Is this the greatness they built on earth?,Is,this,CANNOT_DECIDE
"Is this the proof that all countries deserve democracy and its inevitable cancers, corporatism and capitalism?",Is,this,CANNOT_DECIDE
We die,die,We,DYNAMIC
in war to bring this to other countries?,bring,We,CANNOT_DECIDE
"This, American Glory?",,,CANNOT_DECIDE
In a class-less society?,,,CANNOT_DECIDE
"This is the final phase, the crowning glory of America's greatness?",is,This,CANNOT_DECIDE
Does this show our system's superiority over the commies in China?,show,this,CANNOT_DECIDE
The old Soviet Guard?,,,CANNOT_DECIDE
Europe's follies?,,,CANNOT_DECIDE
"Have we really built a ""Great Society""",built,we,CANNOT_DECIDE
or is that all propaganda,is,hush,STATIVE
"-- Bull Shiite to hush free thought, eyes to the flag,",hush,eyes,CANNOT_DECIDE
"while our pockets and resources were raided by shysters, spin-meisters, schmucks and banksters?",raided,pockets,DYNAMIC
"Did we build sane, sustainable, survival shelter homes?",build,we,CANNOT_DECIDE
"Do we still have fertile backyard gardens,",fertile,we,CANNOT_DECIDE
filled with the composting of the age?,filled,fertile,STATIVE
"Can any of what we built be recovered, restored, renovated, into useful shelter?",recovered,any,CANNOT_DECIDE
"Did the tools of production really get sold, to the shareholders benefit,",sold,tools,CANNOT_DECIDE
leaving the worker without means to defend himself?,leaving,sold,CANNOT_DECIDE
Have the great fortunes,Have,,CANNOT_DECIDE
"earned in trust as ""American"" for American investment here in America, really migrated to the Beijing, Shanghai, and Hang-Seng markets,",earned,fortunes,CANNOT_DECIDE
"converted to safer ""Yuan""",converted,fortunes,CANNOT_DECIDE
and invested in China's wealth?,invested,fortunes,CANNOT_DECIDE
Did this really happen to American patriots?,happen,this,CANNOT_DECIDE
"Do you still love democracy, corporatism, capitalism and all",love,you,CANNOT_DECIDE
it has done for you?,done,it,CANNOT_DECIDE
"Are you really ""Free""?",Free,you,CANNOT_DECIDE
"Is Conscription just around the corner, to serve Halliburton",Is,Conscription,CANNOT_DECIDE
"(Dubai) in attaining pipeline clearance through Afghanistan, to Turkmenistan and the oil field there?",attaining,,CANNOT_DECIDE
"Are American lives well spent in thei ""Middle East"" endevor?",spent,lives,CANNOT_DECIDE
"Are we just mercenaries for big oil, not liberators spreading ""Freedom""?",Are,mercenaries,CANNOT_DECIDE
Is this really just flag-waving propaganda?,flag-waving,this,CANNOT_DECIDE
"What, exactly did we win in Iraq?",win,we,CANNOT_DECIDE
Cheaper Oil?,,,CANNOT_DECIDE
I think not!,think,I,STATIVE
Gratitude of a Free nation?,Gratitude,,CANNOT_DECIDE
I think not!,think,I,STATIVE
"Why has the ""Rust Belt"" come into being?",come,Belt,CANNOT_DECIDE
What were we doing?,doing,we,CANNOT_DECIDE
"Where did the great society for all, the one",did,,CANNOT_DECIDE
we were told,told,we,DYNAMIC
we were building go?,go,society,DYNAMIC
Japan?,,,CANNOT_DECIDE
China?,,,CANNOT_DECIDE
To the Uber-Rich?,,,CANNOT_DECIDE
"As we sink into our own ruins, the dark horse rides on America!",rides,horse,DYNAMIC
The dark horse rides on!,rides,horse,DYNAMIC
Sad.,,,CANNOT_DECIDE
Lumpy 22.,,,CANNOT_DECIDE
"Oct, 2009 at 3:14 pm",2009,Oct,CANNOT_DECIDE
Green movement?,,,CANNOT_DECIDE
You gotta be kidding me!,kidding,You,STATIVE
Earth to Jessica: Democrats caused this.,Earth,,DYNAMIC
They have the unmidas touch.,have,They,STATIVE
"Every decaying city in America has D's firmly in control,",has,city,STATIVE
and has forever.,forever,city,STATIVE
When you said,said,you,DYNAMIC
"you were naive,",were,you,STATIVE
you weren't kidding.,kidding,you,DYNAMIC
Jessica Reeder 22.,Reeder,Jessica,CANNOT_DECIDE
"Oct, 2009 at 3:36 pm",,,CANNOT_DECIDE
"Nope, I wasn't kidding.",kidding,Oct,DYNAMIC
"Put it in writing, didn't I?",Put,,DYNAMIC
"Lumpy, I'm not a Democrat",'m,I,STATIVE
and I don't much approve of the Democratic Party.,approve,Democrat,STATIVE
Just so we're clear on that.,'re,we,STATIVE
I don't think,think,I,STATIVE
"you present a fully-informed argument on the causes of urban decay,",present,you,STATIVE
but I don't disagree with you.,disagree,I,STATIVE
I'm not particularly interested in whose fault this mess is;,'m,I,STATIVE
"rather, I choose to focus on how we're going to clean it up.",choose,I,DYNAMIC
"That's where the green movement comes in,",'s,That,STATIVE
"and when I say ""green""",say,movement,DYNAMIC
I'm talking plants not politics.,talking,I,DYNAMIC
If you've got some fancy new technology at Boeing,got,you,STATIVE
that can do more for people's health and happiness,do,technology,DYNAMIC
"(and for less cost) than a victory garden can do, please let me know.",know,let,CANNOT_DECIDE
Raggedy Anarchy 24.,,,CANNOT_DECIDE
"Oct, 2009 at 6:17 pm",,,CANNOT_DECIDE
"Last I checked,",checked,I,DYNAMIC
"greed, sloth, hubris and waste were all pretty universally human traits,",were,Oct,STATIVE
"and I see no halos around either Libertarians, Dems or even anarchically green-at-heart.",see,traits,DYNAMIC
I agree --,agree,I,STATIVE
"Democrats, like country music, have disappointed me too many times in the past",disappointed,Democrats,DYNAMIC
for me to keep on listening.,keep,me,CANNOT_DECIDE
But here's the thing --,'s,here,STATIVE
frogs are mutating due to the planet,mutating,frogs,DYNAMIC
trying to kill itself.,trying,frogs,DYNAMIC
Salmon have forgot,forgot,Salmon,DYNAMIC
how to screw.,screw,Salmon,CANNOT_DECIDE
Otters in post-Valdez Alaska are clawing their own petro-chemical-burned eyes out in pain.,clawing,Otters,DYNAMIC
"The patient is earth,",is,patient,STATIVE
and it's not getting better.,'s,,STATIVE
You want to yell,want,You,STATIVE
"at which insurance company fucked up,",fucked,company,DYNAMIC
"or change a bedpan,",change,You,CANNOT_DECIDE
so to speak?,speak,You,CANNOT_DECIDE
"During times of crisis (which this is), the ones",is,this,STATIVE
who will create positive change are those,are,ones,DYNAMIC
who accept the hand,accept,those,DYNAMIC
they are dealt and act.,act,those,DYNAMIC
The ones who are educated and informed and attached to delegating moral judgements will be perfectly equipped to deal with a world,equipped,ones,STATIVE
that no longer exists.,exists,world,STATIVE
Just ask the Palestinians,ask,,CANNOT_DECIDE
who left after the first war to cry over the past.,left,Palestinians,DYNAMIC
Or ask my Paiute grandfather.,ask,Or,CANNOT_DECIDE
"*Or even Friend Salmon, who still haunts my dreams",*,,DYNAMIC
and tells me not to let us blow each other's asses off the earth,tells,Salmon,DYNAMIC
until we clean up the mess,clean,we,DYNAMIC
we have made.,made,we,DYNAMIC
*That was for Lumpy.,was,That,STATIVE
Nobody gets laughed at alone in my presence.,laughed,Nobody,DYNAMIC
Raggedy Anarchy 24.,,,CANNOT_DECIDE
"Oct, 2009 at 6:21 pm",,,CANNOT_DECIDE
""" ... when I say green Im talking plants not politics.""",’m,I,DYNAMIC
Wall-E.,,,CANNOT_DECIDE
Eric 01.,,,CANNOT_DECIDE
"Nov, 2009 at 10:33 pm",,,CANNOT_DECIDE
There is now a house for $10 listed on realtor.com,is,Nov,STATIVE
Helena 19.,,,CANNOT_DECIDE
"Nov, 2009 at 1:06 pm",,,CANNOT_DECIDE
"You told me about this,",told,Nov,DYNAMIC
but it has to be seen to be believed (not that I didn't believe you!).,has,Nov,STATIVE
The richest country in the world ... ?!,,,CANNOT_DECIDE
Fred E. 18.,,,CANNOT_DECIDE
"Jan, 2010 at 8:09 pm",,,CANNOT_DECIDE
Don't forget about the back taxes!,forget,Jan,CANNOT_DECIDE
Parker 15.,,,CANNOT_DECIDE
"May, 2010 at 6:56 am",am,2010,CANNOT_DECIDE
I find this topic fascinating.,find,I,STATIVE
I was born in a suburb of Detroit,born,I,STATIVE
and most of family still lives there.,lives,I,STATIVE
I will be going back to visit in June.,going,I,DYNAMIC
I plan to take a (Daytime) tour of these decaying areas especially the old factories.,plan,I,STATIVE
I have the urban explorer fascination.,have,I,STATIVE
"However, the main reason I wanted to post",wanted,I,STATIVE
"was to say to ""Lumpy"",",was,reason,STATIVE
"""the democrats have the unmidas touch"", LMAO,",have,LMAO,STATIVE
that is classic.,is,LMAO,STATIVE
and I must agree with Lumpy.,agree,I,STATIVE
Freaking hillarious and so true.,,,CANNOT_DECIDE
Thanks Lump-man.,,,CANNOT_DECIDE
"BTW, great blog and great info.",,,CANNOT_DECIDE
Peace.,,,CANNOT_DECIDE
Brad 14.,,,CANNOT_DECIDE
"Oct, 2010 at 7:02 pm",pm,Oct,CANNOT_DECIDE
"I, too checked out a few listings for under $1,000",checked,Oct,DYNAMIC
and was absolutely shocked at the property taxes.,shocked,Oct,STATIVE
"A $1,000 house, which could be fixed up into maybe a $30-40,000 house comes with a tax bill of $4-6K per year!",comes,house,DYNAMIC
The taxes on my $140K house in an urban area of Mississippi are only $1500/year.,are,taxes,STATIVE
"Additionally, even if you paid cash for the house,",paid,you,DYNAMIC
you'd probably want to carry some homeowner's insurance with all the inherent risks to the property,want,you,STATIVE
"(arson, vandalism), and I'm sure",'m,I,STATIVE
"it's sky-high, given those risks.",'s,it,STATIVE
