Clause,mainVerb,mainReferent,Gold
"who sometimes resort to terrorism themselves,",resort,countries,DYNAMIC
"claiming ""self-defense,""",claiming,,DYNAMIC
as they desperately try to prevent further attacks by radical Muslims.,try,they,DYNAMIC
"In all of these cases above, if the radical Muslims would cease their attacks,",cease,Muslims,DYNAMIC
all terrorism on both sides of every dispute would quickly end.,end,terrorism,DYNAMIC
"Beyond these two sources, there is virtually no terrorist activity in the world, with the possible exception of localized disputes such as in Northern Ireland and occasional domestic episodes in various places",is,activity,STATIVE
involving isolated disaffected groups.,involving,places,STATIVE
The moral and religious theories which support terrorism are quite faulty and erroneous.,are,theories,STATIVE
They need to be identified and attacked.,need,They,STATIVE
"If the terrorist loses faith in the righteousness of his acts,",loses,terrorist,DYNAMIC
he is less likely to perform them.,is,he,STATIVE
"EXAMPLE 1: ""Terrorists Offend Allah.""",,,DYNAMIC
"EXAMPLE 2: ""Terrorist Murderers Insult Allah, Bring Shame To Islam""",,,DYNAMIC
EXAMPLE 3 (LATEST AND BEST!,,,CANNOT_DECIDE
"- Framed Below): ""Qur'an Forbids Terrorism""",,,STATIVE
"In every case of terrorism, we will find some kind of legitimate underlying grievance.",find,we,DYNAMIC
"If we eliminate the legitimate grievances,",eliminate,we,DYNAMIC
we have eliminated much of the motivation.,eliminated,we,DYNAMIC
"Is this ""negotiating with terrorists""",Is,this,CANNOT_DECIDE
"or ""trying to appease the terrorists,""",trying,,CANNOT_DECIDE
as some Israeli/NeoCons would try to say?,try,trying,DYNAMIC
No.,,,CANNOT_DECIDE
"It is simply recognizing the realities of human motivation, right or wrong.",recognizing,It,STATIVE
"To deny reality,",deny,is,CANNOT_DECIDE
"as the Israeli/NeoCons do, is to invite disaster,",is,,STATIVE
as they have done.,done,they,DYNAMIC
BIG PICTURE,PICTURE,BIG,CANNOT_DECIDE
A big picture of our entire Anti-Terrorism strategy can be found at our website =>,found,picture,DYNAMIC
<link removed> .,,,CANNOT_DECIDE
Blessings to you.,Blessings,,CANNOT_DECIDE
May God help us all.,help,God,DYNAMIC
Blessings to you.,Blessings,,CANNOT_DECIDE
May God help us all.,help,God,DYNAMIC
"Rev. Bill McGinnis, Director - LoveAllPeople.org",,,CANNOT_DECIDE
