Clause,mainVerb,mainReferent,Gold
of the action simultaneously initiates the sound vibration,initiates,part,DYNAMIC
"while at the same time defining the endpoint of the vibrating string, and thus its pitch.",defining,time,DYNAMIC
"Because of this intimate contact between the player's hand and the production of sound, the clavichord has been referred to as the most intimate of keyboard instruments.",referred,clavichord,DYNAMIC
"Despite its many (serious) limitations,",,,CANNOT_DECIDE
"including extremely low volume,",including,,STATIVE
"it has considerable expressive power,",has,it,STATIVE
"the player being able to control attack, duration, volume,",being,,STATIVE
and even provide certain subtle effects of swelling of tone and a type of vibrato unique to the clavichord.,provide,it,CANNOT_DECIDE
==Fretting==,,,CANNOT_DECIDE
Clavichord-JA Haas 007 reworked.,,,CANNOT_DECIDE
"jpg|thumb|Large five-octave unfretted clavichord by Paul Maurici, after J.A. Hass",clavichord,unfretted,CANNOT_DECIDE
"Since the string vibrates from the bridge only as far as the tangent, multiple keys with multiple tangents can be assigned to the same string.",assigned,keys,DYNAMIC
This is called fretting.,called,This,STATIVE
"Early clavichords frequently had many notes played on each string,",had,clavichords,STATIVE
even going so far as the keyed monochord &mdash; an instrument with only one stringthough,going,,STATIVE
most clavichords were triple- or double-fretted.,were,clavichords,STATIVE
"Since only one note can be played at a time on each string, the fretting pattern is generally chosen",chosen,pattern,DYNAMIC
so that notes rarely heard together,heard,,DYNAMIC
(such as C and C) share a string pair.,share,notes,STATIVE
The advantages of this system compared with unfretted instruments,compared,,STATIVE
(see below) include relative ease of tuning,include,advantages,STATIVE
"(with around half as many strings to keep in tune), greater volume (though still not really enough for use in chamber music), and a clearer, more direct sound.",keep,strings,CANNOT_DECIDE
Among the disadvantages: temperament could not be re-set without bending the tangents;,be,temperament,DYNAMIC
"and playing required a further refinement of touch,",required,temperament,STATIVE
since notes sharing a single string,sharing,notes,STATIVE
"played in quick succession had to be slightly separated to avoid a disagreeable deadening of the sound,",had,notes,STATIVE
potentially disturbing a legato line.,disturbing,,DYNAMIC
