Clause,mainVerb,mainReferent,Gold
"he was ""surprised and shocked"" to get traded from a pennant contender to a team 22 games out in the NL Central.",was,he,STATIVE
"""I understand baseball moves,",understand,I,STATIVE
"I've been through this before,""",been,moves,STATIVE
"said Fabregas,",said,moves,DYNAMIC
who is headed for his eighth major-league team.,headed,Fabregas,STATIVE
"""Obviously I'm disappointed to go from a team playing for first place to a team",'m,I,STATIVE
that isn't contending.,contending,team,DYNAMIC
"""I felt",felt,I,STATIVE
like I was a big part of the team.,was,I,STATIVE
I went through the struggles last year,went,I,DYNAMIC
"and I wanted to be a part of it in the good times.""",wanted,I,STATIVE
NYT-07-31-02 2353EDT,,,CANNOT_DECIDE
