Clause,mainVerb,mainReferent,Gold
"and have been found in the range of 400 meters to 4,800 meters",found,They,DYNAMIC
"which equates to 13,000 ft.",equates,meters,STATIVE
Since they are living at extreme depths,living,they,STATIVE
they are suited for living in colder temperatures.,suited,they,STATIVE
These species occupy a variety of depths and temperatures.,occupy,species,STATIVE
==Threats==,,,CANNOT_DECIDE
Various species of Grimpoteuthis face few direct man-made threats,,,DYNAMIC
"given as how the various species live on average below 9,800 feet.",given,threats,STATIVE
"Natural predators include sharks, killer whales, tuna and predatory cephalopods.",include,predators,STATIVE
==Behavior==,,,CANNOT_DECIDE
The genus has a distinct habit of swimming.,has,genus,STATIVE
They flap their ear-like fins to propel themselves upwards.,flap,They,DYNAMIC
Movement of the tentacles can be used to help the animal move in any direction.,used,Movement,DYNAMIC
"The tentacles permit the animal to crawl along the seafloor, to capture prey,",permit,tentacles,STATIVE
"lay eggs,",lay,capture,CANNOT_DECIDE
"explore, etc.",explore,capture,CANNOT_DECIDE
"Dumbos hover above the sea floor,",hover,Dumbos,DYNAMIC
"searching for polychaete worms, pelagic copepods, isopods, amphipods, and other crustaceans for food.",searching,,DYNAMIC
"Prey is captured by pouncing on the target,",captured,Prey,DYNAMIC
which then swallowed whole.,swallowed,target,DYNAMIC
==Breeding==,,,CANNOT_DECIDE
Females have no distinct period for breeding.,have,Females,STATIVE
"Females carrying multiple eggs in various stages of maturation,",carrying,Females,DYNAMIC
suggesting,suggesting,Females,STATIVE
that they have no optimal breeding period.,have,they,STATIVE
Male octopuses have a separate protuberance on one of their tentacles,have,octopuses,STATIVE
that carries an encapsulated sperm packet to the female.,carries,one,STATIVE
It is hypothesized,hypothesized,It,STATIVE
that the female can then distribute this sperm to the eggs at any given time based on environmental conditions.,distribute,female,DYNAMIC
The females lay the eggs under small rocks or on shells in the deep ocean,lay,females,DYNAMIC
"or can even carry them on her tentacles,",carry,females,DYNAMIC
"by tucking the eggs behind the wide webbing,",tucking,females,DYNAMIC
until she finds a safe place,finds,she,DYNAMIC
that would provide them with the best fitness.,provide,place,DYNAMIC
"As with other octopi, females do not invest any further time in the young",invest,females,STATIVE
after they hatch because once they are born,hatch,they,DYNAMIC
they are big enough to defend themselves.,are,they,STATIVE
