Clause,mainVerb,mainReferent,Gold
"""What he hasdeveloped into,",hasdeveloped,he,DYNAMIC
SINCE he left us,left,he,DYNAMIC
he shrugged his shoulders.,shrugged,he,DYNAMIC
"The secretary withdrew the letter,",withdrew,secretary,DYNAMIC
and slipped another in its place.,slipped,secretary,DYNAMIC
"Homer Firth, the landscape man,",”,Firth,CANNOT_DECIDE
"he chanted,",chanted,he,DYNAMIC
"wants permission to use blue flinton the new road, with turf gutters,",wants,“,STATIVE
and to plant silver firs each side.,plant,permission,CANNOT_DECIDE
Says,,,DYNAMIC
it will run to about five thousand dollars a mile.,run,it,DYNAMIC
No!,“,,CANNOT_DECIDE
"protested the great man firmly,",protested,,DYNAMIC
blue flint makes a country place look likea cemetery.,makes,flint,DYNAMIC
Mine looks too much like a cemetery now.,looks,Mine,STATIVE
Landscape gardeners!,Landscape,,CANNOT_DECIDE
he exclaimed impatiently.,exclaimed,he,DYNAMIC
Their only idea is to insult nature.,is,idea,STATIVE
The place was better the day,was,place,STATIVE
"I bought it,",bought,I,DYNAMIC
when it was running wild;,running,it,DYNAMIC
you could pick flowers all the way to the gates.,pick,you,DYNAMIC
"Pleased that it should have recurred to him, the great man smiled.",smiled,man,DYNAMIC
"Why, Spear, he exclaimed,",“,“,DYNAMIC
always took in a bunch of them for his mother.,took,“,DYNAMIC
"Dont you remember,",remember,flowers,CANNOT_DECIDE
we used to see him before breakfast wandering around the grounds,used,we,DYNAMIC
picking flowers?,picking,grounds,DYNAMIC
Mr. Thorndike nodded briskly.,nodded,Thorndike,DYNAMIC
I like his taking flowers to his mother.,like,I,STATIVE
He SAID,SAID,“,DYNAMIC
"it was to his mother,",was,it,STATIVE
 suggested the secretary gloomily.,suggested,”,DYNAMIC
"Well, he picked the flowers, anyway,",picked,he,DYNAMIC
 laughed Mr. Thorndike.,laughed,”,DYNAMIC
He didnt pick ourpockets.,pick,“,DYNAMIC
And he had the run of the house in those days.,had,he,STATIVE
"As far as we know,",know,we,STATIVE
" he dictated,",dictated,he,DYNAMIC
he was satisfactory.,“,”,STATIVE
Dont say more than that.,say,,CANNOT_DECIDE
The secretary scribbled a mark with his pencil.,scribbled,secretary,DYNAMIC
And the landscape man?,“,,CANNOT_DECIDE
"Tell him,",Tell,,CANNOT_DECIDE
" commanded Thorndike,",commanded,Tell,DYNAMIC
"I want a wood road, suitable to a farm;",“,Thorndike,STATIVE
and tolet the trees grow,tolet,Tell,CANNOT_DECIDE
where God planted them.,planted,God,DYNAMIC
As his car slid downtown on Tuesday morning the mind of Arnold Thorndike,slid,car,DYNAMIC
"wasoccupied with such details of daily routine as the purchase of a railroad, the Japanese loan, the new wing to his art gallery, and an attack that morning, in his own newspaper, upon his pet trust.",wasoccupied,mind,STATIVE
But his busy mind was not too occupied to return the salutes of the traffic policemen,occupied,mind,STATIVE
who cleared the way for him.,cleared,policemen,DYNAMIC
"Or, by some genius of memory, to recall the fact",recall,,CANNOT_DECIDE
that it was on this morning,was,it,STATIVE
young Spear was to be sentenced for theft.,was,Spear,STATIVE
It was a charming morning.,was,It,STATIVE
"The spring was at full tide,",was,spring,STATIVE
and the air was sweet and clean.,was,air,STATIVE
Mr. Thorndike considered whimsically,considered,Thorndike,DYNAMIC
that to send a man to jail with the memory of such a morning clinging to him was adding a year to his sentence.,adding,Thorndike,STATIVE
He regretted,regretted,He,STATIVE
he had not given the probation officer a stronger letter.,given,he,DYNAMIC
"He remembered the young man now, and favorably.",remembered,He,DYNAMIC
"A shy, silent youth, deft in work, and at other times conscious and embarrassed.",,,STATIVE
"But that, on the part of a stenographer, in the presence of the Wisest Man in Wall Street, was not unnatural.",was,that,STATIVE
"On occasions, Mr. Thorndike had put even royalty frayed, impecunious royalty, on the lookout for a loanat its ease.",put,Thorndike,DYNAMIC
"The hood of the car was down, and the taste of the air,",was,hood,STATIVE
"warmed by the sun, wasgrateful.",wasgrateful,hood,STATIVE
"It was at this time, a year before,",was,It,STATIVE
that young Spear picked the spring flowers to take to his mother.,picked,Spear,DYNAMIC
A year from now where would young Spear be?,be,Spear,CANNOT_DECIDE
"It was characteristic of the great man to act quickly, so quickly that his friendsdeclared",was,It,STATIVE
he was a slave to impulse.,was,he,STATIVE
"It was these same impulses,",was,It,STATIVE
"leading so invariably to success,",leading,impulses,DYNAMIC
that made his enemies call him the Wisest Man.,made,success,DYNAMIC
He leaned forward,leaned,He,DYNAMIC
and touched the chauffeurs shoulder.,touched,He,DYNAMIC
"Stop at the Court of General Sessions, he commanded.",”,Stop,CANNOT_DECIDE
What he proposed to do would take but a few minutes.,take,proposed,STATIVE
"A word, a personal word from him to the district attorney, or the judge, would be enough.",be,word,STATIVE
He recalled,recalled,He,DYNAMIC
that a Sunday Special had once calculated that,calculated,Special,DYNAMIC
the working time of Arnold Thorndike brought him in two hundred dollars a minute.,brought,time,DYNAMIC
"At that rate, keeping Spear out of prison would cost a thousand dollars.",cost,keeping,STATIVE
"Out of the sunshine Mr. Thorndike stepped into the gloom of an echoing rotunda,",stepped,Thorndike,DYNAMIC
"shut in on every side,",shut,stepped,STATIVE
"hung by balconies,",hung,stepped,STATIVE
"lit, many stories overhead, by a dirty skylight.",lit,stepped,CANNOT_DECIDE
"The place was damp, the air acrid with the smell of stale tobacco juice, and foul with the presence of many unwashed humans.",acrid,air,STATIVE
"A policeman, chewing stolidly,",chewing,policeman,DYNAMIC
"nodded toward an elevator shaft,",nodded,policeman,DYNAMIC
and other policemen nodded him further on to the office of the district attorney.,nodded,policeman,DYNAMIC
There Arnold Thorndike breathed more freely.,breathed,Thorndike,DYNAMIC
He was again among his own people.,was,He,STATIVE
He could not help but appreciate the dramatic qualities,help,He,DYNAMIC
of the situation; that the richest man in Wall Street should appear,appear,man,DYNAMIC
in person to plead for a humble and weaker brother.,plead,man,CANNOT_DECIDE
He knew,knew,He,STATIVE
"he could not escape recognition,",escape,he,DYNAMIC
"his face was too well known,",known,knew,STATIVE
"but, he trusted, for the sake of Spear,",trusted,he,STATIVE
the reporters would make no display of his visit.,make,He,DYNAMIC
"With a deprecatory laugh, he explained",explained,he,DYNAMIC
why he had come.,come,he,DYNAMIC
But the outburst of approbation he had anticipated did not follow.,follow,outburst,DYNAMIC
The district attorney ran his finger briskly down a printed card.,ran,attorney,DYNAMIC
"""Henry Spear,he exclaimed, thats your man.",“,Spear,DYNAMIC
"Part Three, Judge Fallon.",,,CANNOT_DECIDE
Andrews is in that court.,is,Andrews,STATIVE
He walked to the door of his private office.,walked,He,DYNAMIC
Andrews!,,,CANNOT_DECIDE
he called.,called,he,DYNAMIC
"He introduced an alert, broad-shouldered young man of years of much indiscretionand with a charming and inconsequent manner.",introduced,He,DYNAMIC
"Mr. Thorndike is interested in Henry Spear,",is,Thorndike,STATIVE
coming up for sentence in Part Threethis morning.,coming,,DYNAMIC
Wants to speak for him.,Wants,,STATIVE
Take him over with you.,Take,,CANNOT_DECIDE
"The district attorney shook hands quickly,",shook,attorney,DYNAMIC
and retreated to his private office.,retreated,attorney,DYNAMIC
Mr. Andrews took out a cigarette,took,Andrews,DYNAMIC
"and, as he crossed the floor,",crossed,he,DYNAMIC
lit it.,lit,crossed,DYNAMIC
"Come with me, he commanded.",Come,“,CANNOT_DECIDE
"Somewhat puzzled,",Somewhat,,STATIVE
"slightly annoyed, but enjoyingwithal the novelty of the environment and the curtness of his reception, Mr. Thorndike followed.",followed,Thorndike,DYNAMIC
He decided,decided,He,DYNAMIC
"that, in his ignorance, he had wasted his own time and that of the prosecuting attorney.",wasted,he,DYNAMIC
He should at once have sent in his card to the judge.,sent,He,DYNAMIC
"As he understood it, Mr. Andrews was now conducting him to that dignitary,",conducting,Andrews,DYNAMIC
"and, in a moment, he would be free to return to his own affairs,",be,he,DYNAMIC
which were the affairs of two continents.,were,which,STATIVE
"But Mr. Andrews led him to an office, bare and small,",led,Andrews,DYNAMIC
"and offered him a chair,",offered,Andrews,DYNAMIC
and handed him a morning newspaper.,handed,Andrews,DYNAMIC
There were people,were,people,STATIVE
"waiting in the room; strange people,",waiting,people,STATIVE
only like those Mr. Thorndike had seen on ferry-boats.,seen,people,DYNAMIC
"They leaned forward toward young Mr. Andrews,",leaned,They,DYNAMIC
"fawning, their eyes wide with apprehension.",fawning,,DYNAMIC
Mr. Thorndike refused the newspaper.,refused,Thorndike,DYNAMIC
I thought,thought,I,STATIVE
"I was going to see the judge, hesuggested.",going,I,DYNAMIC
"Court doesnt open for a few minutes yet,",open,Court,DYNAMIC
 said the assistant district attorney.,said,”,DYNAMIC
"Judge is always late, anyway.",is,Judge,STATIVE
Mr. Thorndike suppressed an exclamation.,suppressed,Thorndike,DYNAMIC
"He wanted to protest,",wanted,He,STATIVE
but his clear mindshowed him,mindshowed,He,CANNOT_DECIDE
"that there was nothing against which, with reason,",was,nothing,STATIVE
he could protest.,protest,nothing,DYNAMIC
He could not complain,complain,He,DYNAMIC
because these people were not apparently aware of the sacrifice,were,people,STATIVE
he was making.,making,he,DYNAMIC
He had come among them to perform a kindly act.,come,He,DYNAMIC
He recognized,recognized,He,DYNAMIC
that he must not stultify it by a show of irritation.,stultify,he,DYNAMIC
He had precipitated himself into a game,precipitated,He,DYNAMIC
of which he did not know the rules.,know,he,STATIVE
That was all.,was,That,STATIVE
Next time he would know better.,know,he,STATIVE
Next time he would send a clerk.,send,time,STATIVE
"But he was not without a sense of humor,",was,he,STATIVE
and the situation as it now was forced upon him struck him as amusing.,struck,he,DYNAMIC
He laughed good-naturedly,laughed,He,DYNAMIC
and reached for the desk telephone.,reached,He,DYNAMIC
May I use this?,use,I,CANNOT_DECIDE
he asked.,asked,he,DYNAMIC
He spoke to the Wall Street office.,spoke,He,DYNAMIC
He explained hewould be a few minutes late.,explained,He,DYNAMIC
He directed,directed,He,DYNAMIC
what should be done if the market opened in a certain way.,done,what,DYNAMIC
"He gave rapid orders on many different matters,",gave,He,DYNAMIC
asked to have read to him a cablegram,asked,matters,DYNAMIC
"he expected from Petersburg, and one from Vienna.",expected,he,STATIVE
"They answer each other, was his final instruction.",was,”,STATIVE
It looks like peace.,“,,STATIVE
Mr. Andrews with genial patience had remained silent.,remained,Andrews,STATIVE
Now he turned upon hisvisitors.,turned,he,DYNAMIC
"A Levantine, burly, unshaven, and soiled, towered truculently above him.",towered,Levantine,STATIVE
"Young Mr. Andrews with his swivel chair tilted back, his hands clasped behind his head,",tilted,chair,CANNOT_DECIDE
"his cigarette hanging from his lips,",hanging,,STATIVE
regarded the man dispassionately.,regarded,Andrews,DYNAMIC
"You gotta hell of a nerve to come to see me,",got,You,STATIVE
he commented cheerfully.,commented,he,DYNAMIC
"To Mr.Thorndike, the form of greeting was novel.",was,form,STATIVE
"So greatly did it differ from the procedure of his own office,",did,it,STATIVE
that he listened with interest.,listened,he,DYNAMIC
"Was it you, demanded young Andrews, in a puzzled tone, or your brother whotried to knife me?",Was,it,CANNOT_DECIDE
"Mr. Thorndike, unaccustomed to cross the pavement to his office",unaccustomed,Thorndike,CANNOT_DECIDE
"unless escorted by bank messengers and plain-clothes men, felt the room",felt,Thorndike,DYNAMIC
growing rapidly smaller; the figure of the truculent Greek loomed to heroic proportions.,growing,felt,DYNAMIC
"The hand of the banker went vaguely to his chin,",went,hand,DYNAMIC
"and from there fell to his pearl pin,",fell,hand,DYNAMIC
which he hastily covered.,covered,he,DYNAMIC
Get out!,Get,“,CANNOT_DECIDE
said,said,”,DYNAMIC
"young Andrews, and dont show your face here",show,”,CANNOT_DECIDE
The door slammed upon the flying Greek.,slammed,door,DYNAMIC
"Young Andrews swung his swivel chair sothat, over his shoulder,",swung,Andrews,DYNAMIC
he could see Mr. Thorndike.,see,he,STATIVE
"I dont like his face,",“,”,STATIVE
he explained.,explained,”,DYNAMIC
"A kindly eyed, sad woman with a basket on her knee smiled upon Andrews with thefamiliarity of an old acquaintance.",smiled,woman,DYNAMIC
"Is that woman going to get a divorce from my son,",going,”,CANNOT_DECIDE
" she asked,",asked,she,DYNAMIC
now that hes introuble?,“,going,STATIVE
Now that hes in Sing Sing?,“,,CANNOT_DECIDE
corrected Mr. Andrews.,corrected,,DYNAMIC
I HOPE so!,“,,STATIVE
She deserves it.,deserves,She,STATIVE
"That son of yours, Mrs. Bernard,",”,Bernard,CANNOT_DECIDE
"he declared emphatically, is no good!",is,Bernard,DYNAMIC
The brutality shocked Mr. Thorndike.,shocked,brutality,DYNAMIC
"For the woman he felt a thrill of sympathy,",felt,he,STATIVE
but at once saw,saw,he,DYNAMIC
that it was superfluous.,was,it,STATIVE
"From the secure and lofty heights of motherhood, Mrs. Bernard smiled down upon the assistant district attorney as upon a naughty child.",smiled,Bernard,DYNAMIC
She did not even deign a protest.,deign,She,DYNAMIC
She continued merely to smile.,continued,She,DYNAMIC
The smile reminded Thorndike of the smile on the face of a mother in a painting by Murillo,reminded,smile,DYNAMIC
he had lately presented to the chapel in the college,presented,he,DYNAMIC
he had given to his native town.,given,he,DYNAMIC
"That son of yours, repeated young Andrews, is a leech.",is,“,DYNAMIC
"Hes robbed you, robbedhis wife.",robbed,He,DYNAMIC
Best thing I ever did for YOU was to send him up the river.,did,I,STATIVE
The mother smiled upon him beseechingly.,smiled,mother,DYNAMIC
Could you give me a pass?,give,you,CANNOT_DECIDE
she said.,said,she,DYNAMIC
Young Andrews flung up his hands,flung,Andrews,DYNAMIC
and appealed to Thorndike.,appealed,Andrews,DYNAMIC
Isnt that just like a mother?,Is,“,CANNOT_DECIDE
he protested.,protested,he,DYNAMIC
"That son of hers has broken herheart,",broken,son,DYNAMIC
"tramped on her,",tramped,herheart,DYNAMIC
cheated her;,cheated,broken,DYNAMIC
hasnt left her a cent;,left,her,DYNAMIC
"and she comes to me for a pass,",comes,herheart,DYNAMIC
so she can kiss him through the bars!,kiss,she,DYNAMIC
And Ill bet shes got a cake for him in that basket!,bet,I,DYNAMIC
The mother laughed happily;,laughed,mother,DYNAMIC
she knew now,knew,she,STATIVE
she would get the pass.,get,she,DYNAMIC
"Mothers, explained Mr. Andrews, from the depth of his wisdom,",explained,”,DYNAMIC
"""are all likethat; your mother, my mother.",are,Mothers,STATIVE
"If you went to jail, your mother would be just like that.",”,mother,STATIVE
Mr. Thorndike bowed his head politely.,bowed,Thorndike,DYNAMIC
"He had never considered going to jail, orwhether,",considered,He,DYNAMIC
"if he did,",did,he,DYNAMIC
his mother would bring him cake in a basket.,bring,mother,DYNAMIC
Apparently there were many aspects and accidents of life,were,aspects,STATIVE
not included in his experience.,included,accidents,STATIVE
"Young Andrews sprang to his feet,",sprang,Andrews,DYNAMIC
"and, with the force of a hose flushing a gutter,swept his soiled visitors into the hall.",swept,Andrews,DYNAMIC
"Come on, he called to the Wisest Man,",Come,,CANNOT_DECIDE
the court is open.,is,court,STATIVE
"In the corridors were many people,",were,corridors,STATIVE
"and with his eyes on the broad shoulders of theassistant district attorney, Thorndike pushed his way through them.",pushed,people,DYNAMIC
The people who blocked his progress were of the class unknown to him.,were,people,STATIVE
"Their looks were anxious, furtive, miserable.",were,looks,STATIVE
"They stood in little groups,",stood,They,STATIVE
"listening eagerly to a sharp-faced lawyer, or, in sullen despair,",listening,,DYNAMIC
eying each other.,eying,They,DYNAMIC
At a door a tipstaff laid his hand roughly on the arm of Mr. Thorndike.,laid,tipstaff,DYNAMIC
"Thats all right, Joe, called young Mr. Andrews,",called,”,DYNAMIC
"hes with ME.""",“,”,STATIVE
They enteredthe court and passed down an aisle to a railed enclosure,enteredthe,They,DYNAMIC
in which were high oak chairs.,were,,STATIVE
"Again, in his effort to follow,",follow,effort,CANNOT_DECIDE
"Mr. Thorndike was halted,",halted,Thorndike,DYNAMIC
but the first tipstaff came to his rescue.,came,Thorndike,DYNAMIC
"All right, he signalled,",“,,DYNAMIC
hes with Mr. Andrews.,“,“,STATIVE
Mr. Andrews pointed to one of the oak chairs.,pointed,Andrews,DYNAMIC
"You sit there,",sit,You,CANNOT_DECIDE
" he commanded, itsreserved for members of the bar,",“,,DYNAMIC
but its all right.,’s,You,STATIVE
Youre with ME.,’re,You,STATIVE
"Distinctly annoyed, slightly bewildered, the banker sank between the arms of achair.",sank,banker,DYNAMIC
He felt,felt,He,STATIVE
he had lost his individuality.,lost,he,DYNAMIC
Andrews had become his sponsor.,become,Andrews,DYNAMIC
Because of Andrews he was tolerated.,was,he,STATIVE
Because Andrews had a pull,had,Andrews,STATIVE
he was permitted to sit as an equal among police-court lawyers.,permitted,he,STATIVE
No longer was he Arnold Thorndike.,was,he,STATIVE
He was merely the man with Mr. Andrews.,was,He,STATIVE
Then even Andrews abandoned him.,abandoned,Andrews,DYNAMIC
"The judgell be here in a minute, now,",“,said,STATIVE
" said theassistant district attorney,",said,”,DYNAMIC
and went inside a railed enclosure in front of the judges bench.,went,”,DYNAMIC
There he greeted another assistant district attorney,greeted,he,DYNAMIC
whose years were those of even greater indiscretion than the years of Mr. Andrews.,were,years,STATIVE
"Seated on the rail, with their hands in their pockets and their backs turned to Mr. Thorndike,",Seated,they,STATIVE
they laughed and talked together.,laughed,they,DYNAMIC
"The subject of their discourse was one Mike Donlin,",was,subject,STATIVE
as he appeared in vaudeville.,appeared,he,DYNAMIC
To Mr. Thorndike it was evident,was,it,STATIVE
that young Andrews had entirely forgotten him.,forgotten,Andrews,DYNAMIC
"Hearose,",,,DYNAMIC
and touched his sleeve.,and,Hearose,DYNAMIC
With infinite sarcasm Mr. Thorndike began:,began,Thorndike,DYNAMIC
"My engagements are not pressing, but",are,“,STATIVE
A court attendant beat with his palm upon the rail.,beat,attendant,DYNAMIC
Sit down!,,,CANNOT_DECIDE
whispered Andrews.,,,DYNAMIC
The judge is coming.,coming,judge,DYNAMIC
Mr. Thorndike sat down.,sat,Thorndike,DYNAMIC
The court attendant droned loudly words,loudly,droned,DYNAMIC
Mr. Thorndike could not distinguish.,distinguish,Thorndike,DYNAMIC
"Therewas a rustle of silk, and from a door behind him the judge stalked past.",Therewas,,CANNOT_DECIDE
"He was a young man, the type of the Tammany politician.",was,He,STATIVE
"On his shrewd, alert, Irish-American features was an expression of unnatural gloom.",was,features,STATIVE
With a smile Mr. Thorndike observed,observed,Thorndike,DYNAMIC
that it was as little suited to the countenance of the young judge,was,it,STATIVE
as was the robe to his shoulders.,was,,STATIVE
Mr. Thorndike was still smiling,smiling,Thorndike,STATIVE
when young Andrews leaned over the rail.,leaned,Andrews,DYNAMIC
Stand up!,,,CANNOT_DECIDE
he hissed.,,,DYNAMIC
Mr. Thorndike stood up.,stood,Thorndike,DYNAMIC
"After the court attendant had uttered more unintelligible words,",uttered,attendant,DYNAMIC
every one satdown;,satdown,one,DYNAMIC
and the financier again moved hurriedly to the rail.,moved,one,DYNAMIC
I would like to speak to him now,like,I,STATIVE
"before he begins,",begins,he,DYNAMIC
 he whispered.,whispered,he,DYNAMIC
"""I cantwait.",,,STATIVE
Mr. Andrews stared in amazement.,stared,Andrews,DYNAMIC
The banker had not believed the young man couldlook so serious.,believed,banker,STATIVE
"Speak to him, NOW!",“,,CANNOT_DECIDE
exclaimed the district attorney. ,,,DYNAMIC
Youve got to wait tillyour man comes up.,comes,You,STATIVE
"If you speak to the judge,",speak,you,DYNAMIC
"NOW"" The voice of Andrews",—,NOW,CANNOT_DECIDE
faded away in horror.,faded,voice,DYNAMIC
"Not knowing in what way he had offended,",knowing,escaped,STATIVE
but convinced,,,STATIVE
that it was only by thegrace of Andrews,was,it,STATIVE
"he had escaped a dungeon,",escaped,he,DYNAMIC
Mr. Thorndike retreated to his arm-chair.,retreated,Thorndike,DYNAMIC
The clock on the wall showed him,showed,clock,DYNAMIC
"that, already, he had given to young Spear onehour and a quarter.",given,he,DYNAMIC
The idea was preposterous.,was,idea,STATIVE
No one better than himself knew,knew,one,STATIVE
what his time was really worth.,was,time,STATIVE
In half an hour there was a board meeting;,was,meeting,STATIVE
"later, he was to hold a post mortem on a railroad;",was,he,DYNAMIC
"at every moment questions were being asked by telegraph, by cable, questions",asked,questions,DYNAMIC
"that involved the credit of individuals, of firms, of even the country.",involved,questions,STATIVE
And the one man who could answer them was risking untold sums,risking,man,DYNAMIC
only that he might say a good word for an idle apprentice.,say,risking,DYNAMIC
Inside the railed enclosure a lawyer was reading a typewritten speech.,reading,lawyer,DYNAMIC
He assured his honor,assured,He,DYNAMIC
that he must have more time to prepare his case.,have,he,STATIVE
It was one of immense importance.,was,It,STATIVE
"The name of a most respectable business house was involved, and a sum of no less than nine hundred dollars.",involved,name,STATIVE
Nine hundred dollars!,,,CANNOT_DECIDE
The contrast struck Mr. Thorndikes sense of humor full in the centre.,struck,contrast,DYNAMIC
"Unknowingly, he laughed,",laughed,he,DYNAMIC
and found himself as conspicuous,found,he,DYNAMIC
as though he had appeared suddenly in his night-clothes.,appeared,he,DYNAMIC
"The tipstaffs beat upon the rail,",beat,tipstaffs,DYNAMIC
"the lawyer he had interrupted uttered an indignant exclamation,",uttered,tipstaffs,DYNAMIC
"Andrews came hurriedly toward him,",came,tipstaffs,DYNAMIC
and the young judge slowly turned his head.,turned,tipstaffs,DYNAMIC
"Those persons, he said,",“,persons,DYNAMIC
who cannot respect the dignity of this court will leaveit.,respect,“,STATIVE
"As he spoke, with his eyes fixed on those of Mr. Thorndike, the latter saw",saw,latter,DYNAMIC
that the young judge had suddenly recognized him.,recognized,judge,DYNAMIC
But the fact of his identity did not cause the frown to relax,cause,fact,DYNAMIC
or the rebuke to halt unuttered.,halt,,CANNOT_DECIDE
"In even, icy tones the judge continued: And it is well",continued,judge,DYNAMIC
they should remember,remember,they,DYNAMIC
that the law is no respecter of persons,is,law,STATIVE
"and that the dignity of this court will be enforced, no matter who the offender may happen to be.",enforced,they,DYNAMIC
"Andrews slipped into the chair beside Mr. Thorndike, and grinnedsympathetically.",slipped,Andrews,DYNAMIC
Sorry!,“,,CANNOT_DECIDE
he whispered.,,,DYNAMIC
Should have warned you.,warned,Should,DYNAMIC
"We wont be long now,",be,We,STATIVE
 he addedencouragingly.,,,DYNAMIC
"As soon as this fellow finishes his argument, the judgell take up the sentences.",take,judge,DYNAMIC
Your man seems to have other friends;,seems,man,STATIVE
"Isaacs & Sons are here,",are,Isaacs,STATIVE
and the type-writer firm who taught him; but what,taught,firm,DYNAMIC
YOU say will help most.,help,Isaacs,DYNAMIC
It wont be more than a couple of hours now.,be,”,STATIVE
A couple of hours!,“,,CANNOT_DECIDE
Mr. Thorndike raged inwardly.,raged,Thorndike,DYNAMIC
A couple of hours in this placewhere he had been publicly humiliated.,humiliated,he,DYNAMIC
"He smiled, a thin, shark-like smile.",smiled,He,DYNAMIC
"Those who made it their business to study his expressions, on seeing it, would have fled.",fled,Those,DYNAMIC
"Young Andrews, not being acquainted with the moods of the great man,",acquainted,added,STATIVE
"added cheerfully: By one oclock, anyway.",added,Andrews,DYNAMIC
Mr. Thorndike began grimly to pull on his gloves.,began,Thorndike,DYNAMIC
For all he cared now young Spearcould go hang.,cared,he,STATIVE
Andrews nudged his elbow.,nudged,Andrews,DYNAMIC
See that old lady in the front row?,,,CANNOT_DECIDE
he whispered.,,,DYNAMIC
Thats Mrs. Spear.,“,,STATIVE
What did Itell you; mothers are all alike.,did,What,STATIVE
Shes not taken her eyes off you,’s,She,DYNAMIC
since court opened.,opened,court,DYNAMIC
She knows youre her one best bet.,knows,She,STATIVE
Impatiently Mr. Thorndike raised his head.,raised,Thorndike,DYNAMIC
"He saw a little, white- haired womanwho",saw,He,DYNAMIC
stared at him.,stared,womanwho,DYNAMIC
In her eyes was the same look,was,look,STATIVE
he had seen in the eyes of men,seen,he,DYNAMIC
"who, at times of panic, fled to him, beseeching, entreating,",fled,men,DYNAMIC
forcing upon him,forcing,beseeching,DYNAMIC
"what was left of the wreck of their fortunes,",left,what,STATIVE
if only he would save their honor.,save,he,DYNAMIC
"And here come the prisoners, Andrews whispered.",whispered,Andrews,DYNAMIC
See Spear?,,,CANNOT_DECIDE
Third man from thelast.,,,CANNOT_DECIDE
"A long line, guarded in front and rear,",guarded,line,STATIVE
"shuffled into the court-room,",shuffled,line,DYNAMIC
"and, as ordered,",ordered,line,DYNAMIC
ranged themselves against the wall.,ranged,line,DYNAMIC
"Among them were old men and young boys, well dressed, clever-looking rascals, collarless tramps, fierce-eyed aliens, smooth-shaven, thin-lipped Broadwayardsand Spear.",were,boys,STATIVE
"Spear, his head hanging, with lips white and cheeks ashen, and his eyes heavy withshame.",,,STATIVE
"Mr. Thorndike had risen,",risen,Thorndike,DYNAMIC
"and, in farewell, was holding out his hand to Andrews.",holding,Thorndike,STATIVE
"Heturned, and across the court-room the eyes of the financier and the stenographer met.",met,eyes,DYNAMIC
"At the sight of the great man, Spear flushed crimson,",flushed,Spear,DYNAMIC
and then his look of despair slowly disappeared;,disappeared,Spear,DYNAMIC
and into his eyes there came incredulously hope and gratitude.,came,Spear,DYNAMIC
He turned his head suddenly to the wall.,turned,He,DYNAMIC
"Mr. Thorndike stood irresolute,",stood,Thorndike,STATIVE
and then sank back into his chair.,sank,Thorndike,DYNAMIC
"The first man in the line was already at the railing,",was,man,STATIVE
and the questions put to himby the judge were being repeated to him by the other assistant district attorney and a court attendant.,repeated,man,DYNAMIC
