Clause,mainVerb,mainReferent,Gold
"APPALACHIAN MOUNTAIN CLUB Five Joy Street  Boston, Massachusetts 02108-1490  (617) 523-0636 the Northern Forest Canoe Trail, from Old Forge, New York, to Fort Kent, Maine.",,,CANNOT_DECIDE
Were helping to protect the Sterling Forest in New York.,’re,We,DYNAMIC
And were working with the National Park Service in upgrading the trail system in the Delaware Water Gap and Acadia National Park in Maine.,’re,we,DYNAMIC
"Were determined to conserve the Northern Forest of Maine, New Hampshire, Vermont and New York, as well as the White and Berkshire ranges, and the countryside",’re,We,STATIVE
surrounding the Appalachian Trail.,surrounding,We,STATIVE
"Were working to keep our air clean and healthy,",’re,We,DYNAMIC
"our waterfalls clear, our rivers running free, and recreational activities open.",running,We,CANNOT_DECIDE
"Here in the Northeast, we hold stewardship of a precious portion of planet Earth.",hold,we,STATIVE
Contained within it are more than 100 species of trees.. .,are,Contained,STATIVE
"more than 2,000 species of plants and flowers!",,,CANNOT_DECIDE
Plus all the birds and animals of the forests and the fish of our rivers and lakes.,and,animals,CANNOT_DECIDE
Were committed to preserving a healthy environment,’re,We,STATIVE
that sustains us all.,sustains,environment,STATIVE
The Call of the Wild,,,CANNOT_DECIDE
Despite centuries of neglectwildlife still abounds in the 12 states,abounds,Call,STATIVE
where we are active.,are,we,STATIVE
Even black bears are making a comeback!,making,bears,DYNAMIC
Shouldnt you?,Should,n’t,CANNOT_DECIDE
Shouldnt you watch hawks and ravens soar below you at AMCs Lakes of the Clouds mountain hut,watch,you,CANNOT_DECIDE
"perched 5,000 ft. high on Mt. Washingtons slope?",perched,hut,STATIVE
"Shouldnt you canoe and hike along the Deerfield, Connecticut, and Androscoggin Riversseeing some of the Northeast regions most beautiful scenery?",canoe,you,CANNOT_DECIDE
Shouldnt you learn the art of photographing subtle winter light?,learn,you,CANNOT_DECIDE
Build an igloo?,Build,,CANNOT_DECIDE
Drive a dogsled?,,,CANNOT_DECIDE
Climb a frozen waterfall?,Climb,,CANNOT_DECIDE
Shouldnt you learn ways to protect the environment,learn,you,CANNOT_DECIDE
while you are enjoying it?,enjoying,you,CANNOT_DECIDE
Wouldnt you like to?,like,you,CANNOT_DECIDE
You can.,,,DYNAMIC
Why not come backpacking and overnight camping with AMC?,come,,CANNOT_DECIDE
We have groups for every level of expertise and programs for all seasons.,have,We,STATIVE
Why not come horseback riding with AMC in the Catskillsexploring the foothills and spending the night at a campsite?,come,,CANNOT_DECIDE
Bring binoculars.,,,CANNOT_DECIDE
Prowl for owls.,Prowl,,CANNOT_DECIDE
Listen to loons.,Listen,,CANNOT_DECIDE
Bring binoculars for the annual warbler migration.,Bring,,CANNOT_DECIDE
Join a nocturnal owl prowl.,Join,,CANNOT_DECIDE
Spend two days,Spend,,CANNOT_DECIDE
"camping,",camping,days,CANNOT_DECIDE
"canoeing,",canoeing,days,CANNOT_DECIDE
and watching the wildlife on Connecticuts Housatonic River.,watching,days,CANNOT_DECIDE
Spend a weekend,Spend,,CANNOT_DECIDE
bushwhacking with map and compass near our Pinkham Notch Lodge.,,,CANNOT_DECIDE
Take a four-mile canoe trip to northern New Hampshires only bald eagle nesting,Take,,CANNOT_DECIDE
site in the Lake Umbagog National Wildlife Refuge that we helped form.,helped,site,DYNAMIC
"Explore the evolution of the Presidential Range, on a four-day geological trek.",Explore,,CANNOT_DECIDE
Thank Mother Nature by giving something back!,Thank,,CANNOT_DECIDE
Join fellow AMC volunteers,Join,,CANNOT_DECIDE
who protect and preserve our extensive northeastern trail,protect,volunteers,DYNAMIC
networkincluding major sections of the Appalachian Trail.,including,,STATIVE
YOULL HAVE THE TIME OF YOUR LIFEbut sign up early!,’LL,YOU,DYNAMIC
Berths for AMCs volunteer projects go fast.,go,”,DYNAMIC
"Last year more than 1,000 members contributed more than 70,000 hours to our challenging and rewarding pro bono activities,",contributed,members,DYNAMIC
"in cooperation with state and municipal agencies, and other nonprofit groups that share our goals.",share,groups,STATIVE
Indulge yourself,Indulge,,CANNOT_DECIDE
Pursue your special interests,Pursue,yourself,CANNOT_DECIDE
or prepare yourself for a variety of recreational activities and/or conservation projects by attending an AMC Workshop:,and/or,Indulge,CANNOT_DECIDE
TRAVERSE THE PEAKS of the Presidential Range.,,,CANNOT_DECIDE
Stay overnight in your cozy bunk,overnight,Stay,CANNOT_DECIDE
surrounded by wilderness.,surrounded,bunk,STATIVE
Experience the most breathtaking views of the White Mountain National Forest.,Experience,,CANNOT_DECIDE
BRING THE KIDS to Lonesome Lake Hut.,BRING,,CANNOT_DECIDE
There are daily activities and guided hikes for the whole family.,are,activities,STATIVE
ISLE-HOP the Maine Coast.,ISLE-HOP,,CANNOT_DECIDE
Explore Penobscot Bay by canoe.,Explore,,CANNOT_DECIDE
Camp out on isolated islands.,isolated,,CANNOT_DECIDE
Experience the peace and beauty of coastal rhythms.,Experience,,CANNOT_DECIDE
"SIGN UP FOR a hut-to-hut vacation packagefor your whole family, or yourself alone.",—,UP,CANNOT_DECIDE
"Hike between our Greenleaf, Galehead, Zealand Falls, and Mizpah Spring Huts, and experience the beauty of the mountains and hospitality of the huts.",Hike,,CANNOT_DECIDE
EXPLORE the Northern Forest.,EXPLORE,,CANNOT_DECIDE
Choose from a number of hikes from easy walking to challenging.,Choose,,CANNOT_DECIDE
"Learn about the natural history, forest management practices, and environmental issues",Learn,,CANNOT_DECIDE
that affect the Northern Forest.,affect,issues,DYNAMIC
Breaking the ice is easy,Breaking,role,STATIVE
"Regional chapters from Maine to Washington, D.C., play a key role in introducing you to the activities and opportunities of AMC membership.",introducing,role,DYNAMIC
Chapter leaders arrange hiking and bicycling trips,arrange,leaders,DYNAMIC
"and teach the basics of cross-country skiing, whitewater and flatwater canoeing, and other outdoor skills.",teach,leaders,DYNAMIC
Chapter members,,,CANNOT_DECIDE
"participate in local conservation efforts, trail work, field trips, and outings.",participate,members,DYNAMIC
AMC publications are maps for your enjoyment,are,publications,STATIVE
"Your tax-deductible Membership includes a subscription to AMC Outdoors, the magazine of the Appalachian Mountain Club.",includes,Membership,STATIVE
"Published 10 times a year,",Published,issue,DYNAMIC
each issue is crammed with dates and detailed descriptions of AMC activities.,crammed,issue,STATIVE
Hundreds and hundreds of them every monthmany at chapters near your home.,—,month,CANNOT_DECIDE
Well tell you,’ll,We,DYNAMIC
where to go for outdoor fun,go,you,CANNOT_DECIDE
and keep you informed of the crucial issues,keep,you,CANNOT_DECIDE
affecting our mountain environment.,affecting,issues,DYNAMIC
"In addition to Event Calendars of regularly scheduled workshops, clinics, day trips, overnight expeditions, and family programs, AMC Outdoors lists state-by-state chapter activitiesplus notices of everything",lists,Outdoors,DYNAMIC
"from neighborhood walks to day rides, from weekend getaways to whale-watching excursions.",walks,notices,CANNOT_DECIDE
"We also publish a wide range of books, maps, and trail guides.",publish,We,DYNAMIC
We have the largest and broadest library of outdoor publications in the Northeast of interest to you.,have,We,STATIVE
And your membership entitles you to discounts on all of the above.,entitles,membership,STATIVE
"AMC is dedicated to protecting the mountains, trails, and rivers throughout our region and near your home.",dedicated,AMC,STATIVE
Our mission is to protect the environment through responsible citizen use,is,mission,STATIVE
"and enjoyment of the outdoorsthat means your use, your enjoyment.",means,—,STATIVE
May we look for the enclosed AMO Membership Acceptance with your tax-deductible contribution by return mail?,look,May,CANNOT_DECIDE
Please join us in enjoying and protecting our special corner of planet Earth today.,join,,CANNOT_DECIDE
"Sincerely,",,,CANNOT_DECIDE
Andrew J. Falender Executive Director,,,CANNOT_DECIDE
P.S. And please feel free to use your Temporary Membership Card,feel,please,CANNOT_DECIDE
while we are processing your application.,processing,we,DYNAMIC
I hope its just the push,hope,I,STATIVE
you need to get outdoors.,need,you,STATIVE
"P.P.S. Check out our website at www.outdoors.org for up-to-date information and hot tips on where to go,",Check,P.P.S.,CANNOT_DECIDE
"what to do,",do,what,CANNOT_DECIDE
and what to take!,take,what,CANNOT_DECIDE
