Clause,mainVerb,mainReferent,Gold
Lets not waste any more time.,Let,,CANNOT_DECIDE
She stood up,stood,She,DYNAMIC
and I followed her out to the street.,followed,She,DYNAMIC
It was dark enough that I could actually see a few stars through the screen of city light.,was,It,STATIVE
"Without hearing the car horns,",hearing,I,DYNAMIC
I could almost taste the air of late March through the street fumes.,taste,I,DYNAMIC
"If it was March, that meant",meant,that,STATIVE
that wed been together almost a year and a half.,been,we,STATIVE
"It was last February, after the winter break,",was,It,STATIVE
that we moved in together.,moved,we,DYNAMIC
"Now spring was back, under the concrete, and I could smell it even here.",was,spring,STATIVE
"Isnt it an amazing night, Rache?",Is,night,STATIVE
Even the city feels alive,feels,city,STATIVE
when spring comes.,comes,spring,DYNAMIC
Taxi!,,,CANNOT_DECIDE
She waved down a car,waved,She,DYNAMIC
and pulled me in.,pulled,She,DYNAMIC
"In a few minutes, we were getting out a block down from the abandoned church.",getting,we,DYNAMIC
"After she paid the driver,",paid,she,DYNAMIC
"she grabbed my arm,",grabbed,she,DYNAMIC
"laughing,",laughing,she,DYNAMIC
and we ran down the street.,ran,she,DYNAMIC
I heard the pulse already.,heard,I,DYNAMIC
We slammed against the doorway,slammed,We,DYNAMIC
"and I was laughing too,",laughing,We,DYNAMIC
the pulse close enough to shake the doorframe,shake,pulse,STATIVE
"and set up vibrations in my chest, Rachel in my arms",set,pulse,CANNOT_DECIDE
because shed used me to soften her landing.,used,she,DYNAMIC
We kissed and slipped inside.,kissed,We,DYNAMIC
The old vaulted church was stripped down:,stripped,church,STATIVE
"there was no cloth on the altar, just a DJs toolkit and his beer.",was,cloth,STATIVE
"Through the dark, I could see three bolts",see,I,DYNAMIC
left in the wall from where theyd taken down the crucifix.,left,bolts,DYNAMIC
"A confessional too beaten-up to have been sold was shaking in a way that suggested activity inside,",shaking,confessional,DYNAMIC
"and where the pews had been taken out, a couple hundred people were testifying to the DJs moving sermon.",testifying,confessional,DYNAMIC
Rachel stepped forward into the crowd,stepped,Rachel,DYNAMIC
"while I took a moment to drink in the ceilings blue-lit, shadowed vault and the light-catching haze from who-knows-what rising between the DJ and the crowd.",took,I,DYNAMIC
There was a terrific,was,windows,STATIVE
"echo, each beat reverberating inside of the next, and the old stained-glass windows",reverberating,beat,DYNAMIC
rattled in their frames.,rattled,windows,DYNAMIC
"On the dance floor, people moved with their eyes closed and their hands in the air.",moved,people,DYNAMIC
"I danced with Rachel for a while,",danced,I,DYNAMIC
but then something by the bar seemed to be pulling her eyes.,seemed,I,STATIVE
She told me,told,She,DYNAMIC
that she was heading for a drink,heading,she,DYNAMIC
and slipped out of the crowd.,slipped,she,DYNAMIC
"When she hadnt come back halfway through the next song,",come,she,DYNAMIC
I glanced over at the bar.,glanced,I,DYNAMIC
It was just a little set-up,was,It,STATIVE
where someone had stacked a few crates,stacked,someone,DYNAMIC
"and brought something alcoholic to share, mostly beer.",brought,someone,DYNAMIC
"Rachel was standing with a plastic cup,",standing,Rachel,STATIVE
"looking like she was having a conversation,",looking,standing,STATIVE
but I couldnt see anyone else there.,see,Rachel,DYNAMIC
"The next time the crowd split,",split,crowd,DYNAMIC
I saw him.,saw,I,DYNAMIC
"He stood in front of a blue light,",stood,He,STATIVE
"so I couldnt see him clearly,",see,I,DYNAMIC
but what I saw was memorable.,was,saw,STATIVE
"He wore a jacket of what might have been blue velvet, and his hair gleamed black against his white skin.",wore,He,STATIVE
"The blue haze seemed to stop just shy of his pallor,",seemed,haze,STATIVE
setting off his striking face,setting,,DYNAMIC
"without illuminating its details, and his wrists flashed white in the darkness.",illuminating,,DYNAMIC
"He didnt move, just stared and held his drink.",move,He,DYNAMIC
"The next time I saw them, his mouth was moving.",moving,time,DYNAMIC
She nodded,nodded,She,DYNAMIC
and he took her arm.,took,She,DYNAMIC
I watched them through the crush of dancers,watched,I,DYNAMIC
"as they squeezed along the wall,",squeezed,they,DYNAMIC
and the feeling came to me,came,I,DYNAMIC
that something was very wrong.,was,something,STATIVE
"Saturday morning, I woke up",woke,I,DYNAMIC
and saw,saw,I,DYNAMIC
that she still hadnt come home.,come,she,DYNAMIC
"I called Mitch and our other friends,",called,I,DYNAMIC
hoping,hoping,I,STATIVE
that shed crashed at one,crashed,she,DYNAMIC
"of their houses, but I had no luck.",had,she,STATIVE
"A couple of them remembered seeing her leave,",remembered,couple,STATIVE
but none of them had seen the thin man with her.,seen,couple,DYNAMIC
I didnt know,know,I,STATIVE
"how they could miss such exotic features, even in that distorting light.",miss,they,DYNAMIC
I caught a taxi back to the church.,caught,I,DYNAMIC
"It was still a mess,",was,It,STATIVE
but everything bigger than a soda can had disappeared.,disappeared,mess,DYNAMIC
I walked across what had been the dance floor.,walked,I,DYNAMIC
The church was completely different now:,was,church,STATIVE
"sunlight fell through the stained glass,",fell,sunlight,DYNAMIC
catching dust,catching,,DYNAMIC
that still hung in the air,hung,dust,STATIVE
"and sending a dry, healthy warmth into the edges of the room, through the stone and the powdery concrete",sending,,DYNAMIC
that had been covered last night by flesh and flashing lights.,covered,concrete,DYNAMIC
I realized,realized,I,DYNAMIC
that Rachel had disappeared,disappeared,Rachel,DYNAMIC
without leaving a clue,leaving,Rachel,DYNAMIC
and I had no way to do anything,had,Rachel,STATIVE
but wait,wait,I,CANNOT_DECIDE
for her to show up ,show,her,CANNOT_DECIDE
"which, if she were in a situation",were,she,STATIVE
"where I should be doing something, would probably be never.",be,,DYNAMIC
"Standing in the center of the church,",Standing,I,DYNAMIC
I took out my cell phone,took,I,DYNAMIC
and called the police.,called,I,DYNAMIC
I need to file a missing persons report.,“,,STATIVE
Rachel Frieze.,,,CANNOT_DECIDE
"Last night, walking on West 2nd street around  maybe eleven or twelve oclock.",–,walking,DYNAMIC
What?,,,CANNOT_DECIDE
"But, sir, this is an unusual situation.",is,this,STATIVE
"She didnt come home last night,",come,She,DYNAMIC
none of her friends have seen her.,seen,none,DYNAMIC
"Sir, if shes in any danger,",’s,she,STATIVE
it will probably be too late to help her by that time.,be,Sir,STATIVE
"My girlfriend has disappeared,",disappeared,girlfriend,DYNAMIC
I dont even know,know,girlfriend,STATIVE
"where to start looking,",start,I,CANNOT_DECIDE
and I need help!,need,girlfriend,STATIVE
"Yes, sir.",,,CANNOT_DECIDE
I understand.,,,STATIVE
The police wouldnt file,file,police,DYNAMIC
a report for someone whod been missing overnight.,missing,someone,STATIVE
I closed the phone.,closed,I,DYNAMIC
"Walking out of the church, a little gust of cold air caught me by surprise.",caught,gust,DYNAMIC
A cold front must have hit,hit,front,DYNAMIC
while I was inside.,inside,I,STATIVE
"Glancing down the street,",Glancing,I,DYNAMIC
I realized,realized,I,DYNAMIC
"that I didnt have a friend to drive me home this time,",have,I,STATIVE
and it was a long walk back to the streets,was,it,STATIVE
where taxis ran.,ran,taxis,DYNAMIC
"I pulled my T-shirts sleeves down my arms as far as theyd go,",pulled,I,DYNAMIC
but I wasnt ready for cold.,was,I,STATIVE
Walking didnt build up much heat;,build,Walking,DYNAMIC
it just moved the air enough to chill me more.,moved,it,DYNAMIC
"After Id walked about a block, a car rolled up behind me.",rolled,car,DYNAMIC
It slowed down,slowed,It,DYNAMIC
as it neared me,neared,it,DYNAMIC
and I started to worry.,started,it,DYNAMIC
This wasnt the best of neighborhoods.,n’t,This,STATIVE
I kept my eyes straight ahead,kept,I,STATIVE
and tried to walk more quickly,tried,I,DYNAMIC
without showing it.,showing,I,DYNAMIC
I heard an automatic window roll down.,heard,I,DYNAMIC
"Hey, said a male voice,",said,voice,DYNAMIC
do,do,,CANNOT_DECIDE
you need some help?,need,you,STATIVE
I turned around.,turned,I,DYNAMIC
"The man looked over forty,",looked,man,STATIVE
and he was driving a car Id be afraid to drive on this street.,driving,man,DYNAMIC
"Its a long way to anywhere worth going, he said.",said,he,STATIVE
Would you like some help?,like,you,STATIVE
"Ah, I think Im fine, thanks,",”,Ah,STATIVE
"I told him,",told,I,DYNAMIC
and turned back to the sidewalk.,turned,I,DYNAMIC
"Really, Id like to help.",like,I,STATIVE
"Please, hop in.",hop,,CANNOT_DECIDE
You dont look dressed for this weather.,look,You,STATIVE
I glanced back over my shoulder.,glanced,I,DYNAMIC
"No thanks, sir!",“,,CANNOT_DECIDE
Im just fine.,’m,I,STATIVE
"Really, dont worry about me.",do,”,CANNOT_DECIDE
"Nathan Spencer, I offer you help.",offer,I,DYNAMIC
I advise,advise,I,DYNAMIC
that you not refuse me a third time.,refuse,you,DYNAMIC
"I stopped and looked back at him, surprised.",stopped,I,DYNAMIC
He met my eyes coolly.,met,He,DYNAMIC
How do you know my name?,know,”,CANNOT_DECIDE
I know your family.,know,I,STATIVE
Get in.,Get,,CANNOT_DECIDE
"We have a lot of work ahead of us,",have,We,STATIVE
and its best to start now.,start,,STATIVE
I walked around the car,walked,I,DYNAMIC
and got into the passenger seat.,got,I,DYNAMIC
"Before I had my belt on,",had,I,STATIVE
we were rolling forward.,rolling,we,DYNAMIC
"Okay, I said.",said,I,DYNAMIC
Im in the car.,’m,“,STATIVE
"Now, will you tell me",tell,you,CANNOT_DECIDE
"how you know my family,",know,tell,STATIVE
and how you happened to be driving by just now?,happened,you,CANNOT_DECIDE
"In fact, why didnt you call me by name the first time?",call,you,CANNOT_DECIDE
And how did,did,,CANNOT_DECIDE
you recognize me,recognize,you,DYNAMIC
when  ,,,CANNOT_DECIDE
Thats enough!,“,”,STATIVE
I can only answer one question at a time.,answer,I,DYNAMIC
I know your family,know,I,STATIVE
because an ancestor of mine made a bargain with an ancestor of yours.,made,ancestor,DYNAMIC
I am here now,am,I,STATIVE
"because you called for help,",called,here,DYNAMIC
and no-one else would answer.,answer,you,DYNAMIC
He turned onto the next street,turned,He,DYNAMIC
and shifted up.,shifted,He,DYNAMIC
I will help you find your Rachel.,“,,DYNAMIC
I have to warn,have,I,STATIVE
"you, though, you wont like",,,STATIVE
what I have to tell you.,”,you,DYNAMIC
I shivered.,shivered,I,DYNAMIC
Something in his tone couldnt be disbelieved.,disbelieved,Something,STATIVE
Tell me anyway.,Tell,“,CANNOT_DECIDE
"If shes in trouble, I want to find her,",want,I,STATIVE
wherever she is.,is,her,STATIVE
My driver took a deep breath.,took,driver,DYNAMIC
"As he did,",did,he,DYNAMIC
his neck stretched in a strange way,stretched,neck,DYNAMIC
"and I noticed several thin lines, like wrinkles,",noticed,neck,DYNAMIC
running across the sides of his neck.,running,lines,STATIVE
"Nathan, he began in the way",”,Nathan,DYNAMIC
that people speak,speak,people,DYNAMIC
"when they start a long and difficult explanation,",start,they,DYNAMIC
Rachel met someone last night,met,Rachel,DYNAMIC
whom it is best never to meet.,is,met,STATIVE
"This person, like me, is not a member of traditional society.",is,person,STATIVE
"You see,",see,You,CANNOT_DECIDE
"Nathan, there is separate from your society oh, damn it.",is,,STATIVE
Ive never had to give this conversation before.,’ve,I,DYNAMIC
"Come on,",Come,,CANNOT_DECIDE
I have something to show you.,have,I,STATIVE
"With that, he made a sharp turn onto a side street",made,he,DYNAMIC
that I hadnt noticed before.,noticed,street,DYNAMIC
We drove,drove,We,DYNAMIC
between slummy housing and storefronts so decayed,,,STATIVE
that I couldnt tell,tell,I,DYNAMIC
whether they were abandoned.,abandoned,they,STATIVE
My driver turned again next to an old warehouse,turned,driver,DYNAMIC
that I might have been in once,been,I,STATIVE
when Mitch took us to a rave in sophomore year.,took,Mitch,DYNAMIC
"In front of a few houses, there were cars parked,",were,cars,STATIVE
but there were almost none on the streets.,were,cars,STATIVE
"Their bumpers looked ready to drop off,",looked,bumpers,STATIVE
and their paint was half smog.,was,paint,STATIVE
I got a strange feeling,got,I,DYNAMIC
that we werent supposed to be driving here.,supposed,we,STATIVE
"Hey, I said,",“,“,DYNAMIC
are you sure,are,,CANNOT_DECIDE
that we should be going this way?,going,we,DYNAMIC
I mean  ,mean,I,STATIVE
"Just ignore that,",ignore,“,CANNOT_DECIDE
 he told me.,told,he,DYNAMIC
Youll be used to the sensation in a moment.,’ll,You,STATIVE
That just unnerved me more.,unnerved,That,DYNAMIC
"As we kept driving, the anxiety grew more pronounced.",grew,anxiety,DYNAMIC
I noticed,noticed,I,DYNAMIC
"that there were some people on the street, people the same color as the soiled buildings.",were,people,STATIVE
Someone standing just in the lip of an alley glared at me with gleaming eyes.,standing,Someone,STATIVE
"Okay, this is the spot,",“,,STATIVE
" said my driver,",said,driver,DYNAMIC
pulling over.,pulling,driver,DYNAMIC
He parked and got out.,parked,He,DYNAMIC
Is it really safe to leave the car ,Is,“,CANNOT_DECIDE
"he was already walking toward the squat, brick-windowed building",walking,he,DYNAMIC
we were parked next to.,parked,we,STATIVE
"Glancing back at that gleaming glare,",Glancing,I,DYNAMIC
I decided,decided,I,DYNAMIC
that it might be safer to follow the driver,be,it,STATIVE
than to wait with the car.,wait,driver,CANNOT_DECIDE
"I hopped out,",hopped,I,DYNAMIC
"ran after him,",ran,I,DYNAMIC
and reached him,reached,I,DYNAMIC
just as he was knocking on the door.,knocking,he,DYNAMIC
"Someone opened it a crack,",opened,Someone,DYNAMIC
then ushered us in.,ushered,opened,DYNAMIC
"Inside, the building opened up.",opened,building,STATIVE
"The ceiling was high and wooden,",was,ceiling,STATIVE
and I could see part of a DJs booth down the hall.,see,ceiling,DYNAMIC
It looked,looked,It,STATIVE
like we were in the back of a nightclub.,were,we,STATIVE
Then I looked down,looked,I,DYNAMIC
and saw,saw,I,DYNAMIC
what had let us in.,let,what,DYNAMIC
"Nepthys, my man!",“,,CANNOT_DECIDE
What up?,,,CANNOT_DECIDE
The hunchbacked being who let us in held out a scraggly paw for him to slap.,held,being,DYNAMIC
"Nice, my man, he said",”,Nice,DYNAMIC
as they clasped hands.,clasped,they,DYNAMIC
Whos the freak?,’s,Who,CANNOT_DECIDE
This is someone from Ivans family.,is,This,STATIVE
Did I ever tell you about them?,tell,I,DYNAMIC
"Yeah, one time, man, but you were pretty fucked up.",were,you,STATIVE
"Whats your problem, kid?",’s,,STATIVE
The hunchbacked man came up to my stomach.,came,man,DYNAMIC
"His skin was brown and stretched, like some diseased saplings bark.",brown,skin,STATIVE
"It pulled back around his fingertips,",pulled,It,DYNAMIC
which bore things,bore,fingertips,STATIVE
that might have been nails or claws.,been,things,STATIVE
"When he grinned,",grinned,he,DYNAMIC
I saw,saw,I,DYNAMIC
"that his teeth were sharp and small, like a hunting cats.",were,teeth,STATIVE
"Under matted hair, his eyes had slit pupils.",had,eyes,STATIVE
Nepthys quickly answered for me.,answered,Nepthys,DYNAMIC
Girlfriend troubles.,,,CANNOT_DECIDE
"She came down here with someone after a party,",came,She,DYNAMIC
and I dont think,think,She,STATIVE
it was one of your average pixies.,was,it,STATIVE
Bummer.,,,CANNOT_DECIDE
"So, whats the cat look like?",’s,”,STATIVE
He turned to me.,turned,He,DYNAMIC
"Nepthys nodded: Its okay,",“,you,DYNAMIC
you can trust him.,trust,nodded,STATIVE
Thats,,,STATIVE
why we came here.,came,’s,DYNAMIC
It was easier to talk than to question.,was,It,STATIVE
I I noticed him from across the room,…,I,DYNAMIC
when I was looking around for Rachel.,looking,I,DYNAMIC
"He was standing right in front of some blue lights,",standing,He,STATIVE
"so I couldnt see him very well,",see,I,DYNAMIC
but I noticed the way,noticed,He,DYNAMIC
that the light set off his pale skin.,set,way,DYNAMIC
It almost looked like the light bent around him,looked,It,STATIVE
without actually touching him directly.,touching,It,DYNAMIC
"He was slim, almost drawn,",was,He,STATIVE
"but he had a kind of  luster to him,",had,He,STATIVE
I guess.,guess,I,STATIVE
He wasnt,was,He,STATIVE
"a person youd describe with normal adjectives,",describe,,DYNAMIC
you know?,know,you,STATIVE
They nodded.,nodded,They,DYNAMIC
"Oh, totally, said the hunchback.",said,”,DYNAMIC
I get that all the time around here.,get,I,DYNAMIC
"He was wearing a sort of jacket maybe blue velvet,",wearing,He,STATIVE
"I couldnt tell in the dark,",tell,He,DYNAMIC
"but it had ruffles at the throat, things like that.",had,He,STATIVE
He really stood out.,stood,He,STATIVE
Thats why I couldnt understand,’s,That,STATIVE
why no-one else remembered him.,remembered,no-one,STATIVE
"He had some rings, too.",had,He,STATIVE
I remember,remember,I,STATIVE
"that he hardly ever moved,",moved,he,DYNAMIC
just stared at Rachel.,stared,,DYNAMIC
"Even when he talked,",talked,he,DYNAMIC
he hardly opened his mouth.,opened,he,DYNAMIC
I dont know,know,I,STATIVE
how he couldve been heard over the music.,’ve,he,DYNAMIC
The two glanced at each other.,glanced,two,DYNAMIC
What do you think?,“,”,STATIVE
asked the hunchback.,asked,,DYNAMIC
"Ive looked into it a little,",looked,’ve,DYNAMIC
and I do think,think,’ve,STATIVE
we might be dealing with one of them.,dealing,we,DYNAMIC
Have you seen anyone like that in your club?,seen,you,DYNAMIC
"Not that I can remember, man.",remember,I,STATIVE
I can send you to a guy,send,I,DYNAMIC
"who knows all about them, though.",knows,guy,STATIVE
"If this cats for real,",’s,cat,STATIVE
I bet,bet,I,STATIVE
my friend can tell you everything,tell,friend,DYNAMIC
you need to know.,need,you,STATIVE
"Youre a wonder, Dvorov.",’re,“,STATIVE
We should head straight over.,head,We,DYNAMIC
It wont be long before nightfall.,be,It,STATIVE
"Oh yeah, man.",,,CANNOT_DECIDE
"Here, let me write down",let,”,CANNOT_DECIDE
how to find him.,find,down,DYNAMIC
The hunchback pulled out a scrap of paper,pulled,hunchback,DYNAMIC
"and scribbled something on it with his fingernail,",scribbled,hunchback,DYNAMIC
then handed it to Nepthys.,handed,pulled,DYNAMIC
"Here you go, man.",go,you,DYNAMIC
Good luck!,,,CANNOT_DECIDE
"Thanks, Dvorov.",,,CANNOT_DECIDE
I owe you one.,owe,I,STATIVE
Lets go.,Let,,CANNOT_DECIDE
That last one was to me.,was,one,STATIVE
I waved goodbye to the hunchback,waved,I,DYNAMIC
as we left.,left,we,DYNAMIC
He gave me a half-hearted wave,gave,He,DYNAMIC
that made me wonder,made,wave,DYNAMIC
"what exactly we were chasing,",chasing,we,DYNAMIC
and whether I should be wearing body armor.,wearing,we,STATIVE
"Back on the street, I began to see things",began,I,DYNAMIC
that I had never looked for until then.,looked,I,DYNAMIC
"Still in my initial shock, I suddenly noticed qualities of the people",noticed,I,DYNAMIC
that my mind hadnt registered,registered,mind,DYNAMIC
when we parked.,parked,we,DYNAMIC
I saw people with skin,saw,I,DYNAMIC
stretched so tightly across their cheekbones,stretched,skin,STATIVE
that the corners had broken through  people,broken,corners,DYNAMIC
"whose cheekbones had horns growing from them, and people",had,people,STATIVE
whose skin was gathered back like a ponytail.,gathered,corners,STATIVE
The yellow of this sky wasnt just smog:,was,yellow,STATIVE
"it had a leeching, heavy dimness.",had,it,STATIVE
I saw men three feet tall with dusty black skin and eyes,saw,I,DYNAMIC
that shed yellow light.,shed,eyes,DYNAMIC
"A corpulent, batrachian woman walked along with something on a leash",walked,woman,DYNAMIC
that looked like a massive water beetle.,looked,something,STATIVE
"Leaning from the rough-hewn window of one building on our right was something with long, green hair draped across the seven gangly arms",was,Leaning,STATIVE
hanging from its windowsill.,hanging,arms,STATIVE
Thirty-five thin fingers waved lazily like seaweed.,waved,fingers,DYNAMIC
I noticed,noticed,I,DYNAMIC
when my back hit the wall,hit,back,DYNAMIC
that I was walking backwards.,walking,wall,DYNAMIC
"We, and thousands like us, have been living separately as long as there has been a human society,",living,“,STATIVE
 said my driver.,said,”,DYNAMIC
I noticed,noticed,I,DYNAMIC
that the wrinkles on his neck expanded,expanded,wrinkles,DYNAMIC
as he breathed,breathed,he,DYNAMIC
and realized,realized,I,DYNAMIC
that they were gills.,were,they,STATIVE
"We interact with humans,",“,,DYNAMIC
"take advantage of them,",take,interact,DYNAMIC
"grant them boons, sometimes even become their friends,",become,“,DYNAMIC
but the majority of both societies have little or no interaction.,have,“,STATIVE
"At this point, we have removed ourselves so fully from quotidian human existence",removed,we,DYNAMIC
that we are understood to be fictional.,understood,existence,STATIVE
The only place with any significant interaction between our worlds is on the fringes of yours.,is,“,STATIVE
"Love-ins, raves, gatherings",,,CANNOT_DECIDE
where society is put on hold and humans open themselves to emotion,open,Love-ins,DYNAMIC
: that is where entities from this world tend to go,is,that,STATIVE
"when they cross over,",cross,they,DYNAMIC
and that is where Rachel met someone from this world.,is,entities,DYNAMIC
"Those of us who live permanently in this world tend to set up in places like this,",tend,Those,STATIVE
where the human population is so overwhelming,is,population,STATIVE
"that they wont be noticed in the right corner, with the right protective spells.",noticed,they,DYNAMIC
He took out the hunchbacks directions,took,He,DYNAMIC
and glanced at an alley behind us.,glanced,He,DYNAMIC
"Okay, Nathan.",,,CANNOT_DECIDE
We should get started right away.,started,We,DYNAMIC
Theres no time to waste.,’s,time,STATIVE
He saw,saw,He,DYNAMIC
that I wasnt moving.,was,I,STATIVE
"Setting an arm on my shoulder,",Setting,frightening,DYNAMIC
"he said, Nathan,",said,he,DYNAMIC
"what you see here might be frightening,",be,Nathan,STATIVE
but those things you saw are people just like you.,are,things,DYNAMIC
Theyll be as surprised to see a human as you are to see men with seven arms.,’ll,They,STATIVE
Thanks.,,,CANNOT_DECIDE
Its very reassuring that Ill not only be an outsider but a curiosity.,’s,It,STATIVE
"Nathan, you told me five minutes ago",told,Nathan,DYNAMIC
that you would do anything to help Rachel.,do,you,DYNAMIC
"Well, shes here",’s,she,STATIVE
and she needs your help.,needs,she,STATIVE
"Now, the more we can do before nightfall, the better.",do,better,DYNAMIC
But why are you even helping me?,“,,CANNOT_DECIDE
"Until thirty seconds ago, I didnt believe in magic or any of that kind of weirdness.",believe,I,STATIVE
"Nathan, I told you",told,I,DYNAMIC
: my family owes yours a debt.,owes,family,STATIVE
"In this world, ones word is a promise.",is,word,STATIVE
"Now, can we get going?",going,we,CANNOT_DECIDE
I caught my breath,caught,I,DYNAMIC
and forced myself to look him in the eye.,forced,I,DYNAMIC
Only if you stop beginning every sentence with my name.,stop,“,DYNAMIC
Youve got a deal.,“,,STATIVE
Lets go.,Let,,CANNOT_DECIDE
"As we headed down the sidewalk,",headed,we,DYNAMIC
"I said,",said,I,DYNAMIC
"What is your name, anyway?",is,What,STATIVE
Thats a question,’s,“,STATIVE
you learn not to ask here.,learn,you,DYNAMIC
What you may call me is Nepthys.,call,you,DYNAMIC
"Holding Dvorovs directions, Nepthys took us around the corner of the building into a skinny alleyway.",took,directions,DYNAMIC
I started wondering,started,I,DYNAMIC
again how reliable my guides credentials were.,were,credentials,STATIVE
Walking through an alley with rubbish piles,Walking,he,DYNAMIC
"that occasionally skittered from one wall to the other,",skittered,piles,DYNAMIC
he did not inspire confidence.,inspire,he,DYNAMIC
"Just at this corner, he said,",“,face,DYNAMIC
"interrupting my immanent panic attack,",interrupting,“,DYNAMIC
"were going to stop and turn three times widdersh  er, counterclockwise,",“,“,DYNAMIC
then face east.,face,,DYNAMIC
East is that way.,is,East,STATIVE
He pointed at the wall to our right.,pointed,He,DYNAMIC
Dont let the sun fool you.,let,“,DYNAMIC
"Then Im going to shed a little blood, but dont worry, none of yours.",’m,I,DYNAMIC
"I blinked at him,",blinked,I,DYNAMIC
but he just kept walking,kept,I,DYNAMIC
until we reached the corner.,reached,we,DYNAMIC
"Okay, you might feel silly,",feel,Okay,STATIVE
but just turn three times to your left.,turn,Okay,CANNOT_DECIDE
Try to keep in time with me.,keep,,CANNOT_DECIDE
"We spun around three times,",spun,We,DYNAMIC
and then something flashed across Nepthys hand,flashed,We,DYNAMIC
and he shook a spray of blood onto the dust.,shook,something,DYNAMIC
"The blood flashed into flames as soon as it hit the ground,",flashed,blood,DYNAMIC
and I jumped back.,jumped,blood,DYNAMIC
