Clause,mainVerb,mainReferent,Gold
"although caution should be exercised in applying this advice to women with substantial medical or obstetric complications.""",exercised,caution,DYNAMIC
The review found,found,review,DYNAMIC
"that midwife-led care was associated with a reduction in the use of epidurals, with fewer episiotomies or instrumental births, and a decreased risk of losing the baby before 24 weeks' gestation",associated,care,STATIVE
==Definition==,,,CANNOT_DECIDE
"According to the definition of the International Confederation of Midwives,",According,,STATIVE
which has also been adopted by the World Health Organization and the International Federation of Gynecology and Obstetrics:,adopted,Confederation,DYNAMIC
The midwife is recognized as a responsible and accountable professional,recognized,midwife,STATIVE
"who works in partnership with women to give the necessary support, care, and advice during pregnancy, labor, and the postpartum period; to conduct births on the midwife's own responsibility;",works,professional,DYNAMIC
and to provide care for the infant.,provide,,CANNOT_DECIDE
"This care includes preventive measures, the promotion of normal birth, the detection of complications in mother and child, accessing of medical or other appropriate assistance, and the carrying out of emergency measures.",includes,care,STATIVE
A midwife who is credentialed appropriately is qualified to practice in any setting,qualified,midwife,STATIVE
"including in the home, the community, hospitals, clinics or health units.",including,,STATIVE
"The midwife also has an important task in health counseling and education,",has,midwife,STATIVE
"not only for the woman, but also within the family and community.",,,CANNOT_DECIDE
This work may involve antenatal education and preparation for parenthood,involve,work,STATIVE
"and may extend to women's health, sexual or reproductive health, and childcare.",extend,work,DYNAMIC
==Etymology==,,,CANNOT_DECIDE
"The term midwife is derived from midwyf literally ""with-woman"", i.e.",derived,=,STATIVE
"""the woman with (the mother at birth), the woman assisting"" (in Middle English and Old English, mid = ""with"", wf = ""woman"").",assisting,woman,DYNAMIC
"In this context, the word wife means woman rather than married woman.",means,wife,STATIVE
This usage stems from Old English wif (woman),stems,usage,STATIVE
"and is akin to the German weib,",is,usage,STATIVE
"also meaning ""woman"".",,,STATIVE
This sense of the word is still used in Modern English in constructions such as fishwife and old wives' tale.,used,sense,DYNAMIC
"In the term midwife, the morpheme -wife is pronounced",pronounced,morpheme,DYNAMIC
"as expected ,",expected,,STATIVE
but midwifery is normally pronounced ().,is,,DYNAMIC
==By country or region==,,,CANNOT_DECIDE
===United States===,,,CANNOT_DECIDE
The North American Registry of Midwives (NARM),,,CANNOT_DECIDE
is the certifying agency,is,=,STATIVE
"whose mission is to establish and administer certification for the credential ""Certified Professional Midwife"" (CPM).",is,mission,STATIVE
"The CPM certification process validates entry-level knowledge, skills, and experience vital to responsible midwifery practice.",validates,process,DYNAMIC
"This certification process encompasses multiple educational routes of entry including apprenticeship, self-study, private midwifery schools, college and university-based midwifery programs, and nurse-midwifery.",encompasses,process,STATIVE
"Created in 1987 by the Midwives Alliance of North America,",Created,NARM,DYNAMIC
NARM is committed to identifying standards and practices,committed,NARM,STATIVE
that reflect the excellence and diversity of the independent midwifery community,reflect,standards,STATIVE
in order to set the standard for North American midwifery.,set,practices,CANNOT_DECIDE
The American Midwifery Certification Board (ACMB),,,CANNOT_DECIDE
is the certifying body for certified midwives,is,Board,STATIVE
(CMs) and certified nurse-midwives (CNMs).,,,CANNOT_DECIDE
Midwives work with women and their families in many settings.,work,Midwives,DYNAMIC
They generally support and encourage natural childbirth in all practice settings.,support,They,DYNAMIC
Laws regarding,regarding,Laws,STATIVE
who can practice midwifery,practice,regarding,DYNAMIC
and in what circumstances vary from state to state.,vary,who,STATIVE
Many states have birthing centers,have,states,STATIVE
"where a midwive may work individually or as a group,",work,midwive,DYNAMIC
which provides additional clinical opportunities for student midwives.,provides,group,DYNAMIC
====Certified professional midwives====,,,CANNOT_DECIDE
A CPM is an independent professional,is,CPM,STATIVE
certified by the North American Registry of Midwives (NARM),certified,professional,STATIVE
and adheres to the Midwives Model of Care.,adheres,professional,STATIVE
The CPM is the only US credential,is,CPM,STATIVE
that requires knowledge and experience for out-of-hospital settings.,requires,credential,STATIVE
CPM certification process consists of two steps:,consists,process,STATIVE
"# The validation of midwifery education, through one of the following categories:",#,steps,CANNOT_DECIDE
## Graduation of a midwifery education program accredited by the Midwifery Education Accreditation Council (MEAC).,accredited,program,STATIVE
## NARM's Portfolio Evaluation Process (PEP) pathway.,,,CANNOT_DECIDE
## Midwifery licensure of a state approved by NARM.,licensure,Midwifery,CANNOT_DECIDE
## Midwifery international education.,##,,CANNOT_DECIDE
## AMCB-certification CNM or CM.,AMCB-certification,##,CANNOT_DECIDE
# The NARM Written Examination,,,CANNOT_DECIDE
CPMs have to apply for recertification every three years.,have,CPMs,DYNAMIC
