Clause,mainVerb,mainReferent,Gold
Grvy's zebras (and perhaps also Mountain Zebras),,,CANNOT_DECIDE
"are, together with asses and donkeys, in a separate lineage from other zebra lineages.",are,zebras,STATIVE
This means,means,This,STATIVE
"either that striped equids evolved more than once,",evolved,equids,DYNAMIC
or that common ancestors of zebras and asses were striped,were,ancestors,STATIVE
and only zebras retained the stripes.,retained,ancestors,DYNAMIC
Extensive stripes are posited to have been of little use to equids,posited,stripes,STATIVE
that live in low densities in deserts,live,equids,STATIVE
(like asses and some horses) or ones that live in colder climates with shaggy coats and annual shading (like some horses).,live,ones,STATIVE
"Fossils of an ancient equid were discovered in the Hagerman Fossil Beds National Monument in Hagerman, Idaho.",discovered,Fossils,DYNAMIC
It was named the Hagerman horse with a scientific name of Equus simplicidens.,named,It,DYNAMIC
It is believed to have been similar to the Grvy's zebra.,believed,It,STATIVE
"The animals had stocky zebra-like bodies and short, narrow, donkey-like skulls.",had,animals,STATIVE
Grvy's zebra also has a donkeylike skull.,has,zebra,STATIVE
The Hagerman horse is also called the American zebra or Hagerman zebra.,called,horse,STATIVE
===Classification===,,,CANNOT_DECIDE
There are three extant species.,are,species,STATIVE
"Collectively, two of the species have eight subspecies (seven extant).",have,two,STATIVE
"Zebra populations are diverse,",are,populations,STATIVE
"and the relationships between, and the taxonomic status of, several of the subspecies are not well known.",known,populations,STATIVE
* Genus: Equus,,,CANNOT_DECIDE
** Subgenus: Hippotigris,,,CANNOT_DECIDE
"*** Plains zebra, Equus quagga",,,CANNOT_DECIDE
"**** Quagga, Equus quagga quagga (extinct)",,,CANNOT_DECIDE
"**** Burchell's zebra, Equus quagga burchellii (includes Damara Zebra)",includes,burchellii,STATIVE
"**** Grant's zebra, Equus quagga boehmi",,,CANNOT_DECIDE
"**** Selous' zebra, Equus quagga borensis",,,CANNOT_DECIDE
"**** Chapman's zebra, Equus quagga chapmani",,,CANNOT_DECIDE
"**** Crawshay's zebra, Equus quagga crawshayi",,,CANNOT_DECIDE
"*** Mountain zebra, Equus zebra",,,CANNOT_DECIDE
"**** Cape mountain zebra, Equus zebra zebra",,,CANNOT_DECIDE
"**** Hartmann's mountain zebra, Equus zebra hartmannae",,,CANNOT_DECIDE
** Subgenus: Dolichohippus,,,CANNOT_DECIDE
"*** Grvy's zebra, Equus grevyi",,,CANNOT_DECIDE
"The plains zebra (Equus quagga, formerly Equus burchelli)",,,CANNOT_DECIDE
"is the most common,",is,zebra,STATIVE
and has or had about six subspecies distributed across much of southern and eastern Africa.,has,zebra,STATIVE
"It, or particular subspecies of it, have also been known as the common zebra, the dauw, Burchell's zebra",known,It,STATIVE
"(actually the subspecies Equus quagga burchellii), Chapman's zebra, Wahlberg's zebra, Selous' zebra, Grant's zebra, Boehm's zebra and the quagga (another extinct subspecies, Equus quagga quagga).",,,CANNOT_DECIDE
The mountain zebra (Equus zebra),,,CANNOT_DECIDE
of southwest Africa tends to have a sleek coat with a white belly and narrower stripes than the plains Zebra.,tends,zebra,STATIVE
It has two subspecies,has,It,STATIVE
and is classified as vulnerable.,is,It,STATIVE
Grvy's zebra (Equus grevyi),,,CANNOT_DECIDE
"is the largest type, with a long, narrow head,",is,zebra,STATIVE
making it appear rather mule-like.,making,type,STATIVE
It is an inhabitant of the semi-arid grasslands of Ethiopia and northern Kenya.,is,It,STATIVE
"Grvy's zebra is the rarest species,",is,zebra,STATIVE
and is classified as endangered.,classified,species,STATIVE
"Although zebra species may have overlapping ranges,",have,species,STATIVE
they do not interbreed.,interbreed,they,DYNAMIC
"In captivity, plains zebras have been crossed with mountain zebras.",crossed,zebras,DYNAMIC
The hybrid foals lacked a dewlap,lacked,foals,STATIVE
and resembled the plains zebra apart from their larger ears and their hindquarters pattern.,resembled,foals,STATIVE
Attempts to breed a Grvy's zebra stallion to mountain zebra mares resulted in a high rate of miscarriage.,resulted,Attempts,DYNAMIC
"In captivity, crosses between zebras",,,CANNOT_DECIDE
"and other (non-zebra) equines have produced several distinct hybrids,",produced,crosses,DYNAMIC
"including the zebroid, zeedonk, zony, and zorse.",including,,STATIVE
"In certain regions of Kenya, plains zebras and Grvy's Zebra coexist, and fertile hybrids occur.",occur,zebras,STATIVE
==Physical attributes==,,,CANNOT_DECIDE
===Size and weight===,,,CANNOT_DECIDE
The common plains zebra is about 5052 inches,is,hands,STATIVE
"(12.213 hands, 1.3 m) at the shoulder with a body ranging from 68.5 feet (22.6 m)",ranging,body,CANNOT_DECIDE
long with an 18-inch (0.5 m) tail.,,,CANNOT_DECIDE
It can weigh up to 770 pounds,weigh,It,STATIVE
"(350 kg), males being slightly bigger than females.",being,,STATIVE
"Grvy's Zebra is considerably larger,",is,Zebra,STATIVE
while the mountain zebra is somewhat smaller.,is,zebra,STATIVE
===Stripes===,,,CANNOT_DECIDE
It was previously believed,believed,It,STATIVE
"that zebras were white animals with black stripes,",were,zebras,STATIVE
since some zebras have white underbellies.,have,zebras,STATIVE
"Embryological evidence, however, shows",shows,evidence,STATIVE
that the animal's background color is black,is,color,STATIVE
and the white stripes and bellies are additions.,are,bellies,STATIVE
It is likely,is,It,STATIVE
that the stripes are caused by a combination of factors.,caused,stripes,DYNAMIC
"The stripes are typically vertical on the head, neck, forequarters, and main body, with horizontal stripes at the rear and on the legs of the animal.",vertical,stripes,STATIVE
A wide variety of hypotheses have been proposed to account for the evolution of the striking stripes of zebras.,proposed,variety,DYNAMIC
"The more traditional of these (1 and 2, below) relate to camouflage.",relate,traditional,STATIVE
1. The vertical striping may help the zebra hide in grass by disrupting its outline.,help,striping,DYNAMIC
"In addition, even at moderate distances, the striking striping merges to an apparent grey.",merges,striping,DYNAMIC
2. The stripes may help to confuse predators by motion,help,appear,DYNAMIC
"dazzlea group of zebras standing or moving close together may appear as one large mass of flickering stripes,",appear,group,STATIVE
making it more difficult,making,,STATIVE
for the lion to pick out a target.,pick,it,CANNOT_DECIDE
3. The stripes may serve as visual cues and identification.,serve,stripes,DYNAMIC
"Although the striping pattern is unique to each individual,",is,pattern,STATIVE
it is not known,known,it,STATIVE
whether zebras can recognize one another by their stripes.,recognize,zebras,DYNAMIC
4. Experiments by different researchers indicate,indicate,Experiments,STATIVE
"that the stripes are effective in attracting fewer flies,",are,stripes,STATIVE
including blood-sucking tsetse flies and tabanid horseflies.,including,,STATIVE
A 2012 experiment in Hungary showed,showed,experiment,DYNAMIC
that zebra-striped models were nearly minimally attractive to tabanid horseflies.,were,models,STATIVE
"These flies are attracted to linearly polarized light,",attracted,flies,STATIVE
and the study showed,showed,flies,DYNAMIC
that black and white stripes disrupt the attractive pattern.,disrupt,stripes,DYNAMIC
"Further, attractiveness increases with stripe width,",increases,attractiveness,DYNAMIC
so the relatively narrow stripes of the three living species of zebras should be unattractive to horseflies.,be,stripes,STATIVE
===Gaits===,,,CANNOT_DECIDE
"Like horses, zebras walk, trot, canter and gallop.",,,DYNAMIC
"They are generally slower than horses,",are,They,STATIVE
but their great stamina helps them outpace predators.,helps,They,DYNAMIC
"When chased, a zebra will zig-zag from side to side,",zig-zag,zebra,DYNAMIC
making it more difficult for the predator.,making,,STATIVE
"When cornered, the zebra will rear up",rear,zebra,DYNAMIC
and kick or bite its attacker.,kick,zebra,DYNAMIC
===Senses===,,,CANNOT_DECIDE
Zebras have excellent eyesight.,have,=,STATIVE
It is believed,believed,It,STATIVE
that they can see in color.,see,they,STATIVE
"Like most ungulates, the zebra has its eyes on the sides of its head,",has,zebra,STATIVE
giving it a wide field of view.,giving,zebra,STATIVE
"Zebras also have night vision, although not as advanced as that of most of their predators.",have,Zebras,STATIVE
"Zebras have excellent hearing,",have,Zebras,STATIVE
"and tend to have larger, rounder ears than horses.",tend,Zebras,STATIVE
"Like horses and other ungulates, zebras can turn their ears in almost any direction.",turn,zebras,DYNAMIC
"In addition to eyesight and hearing, zebras have an acute sense of smell and taste.",have,zebras,STATIVE
===Diseases===,,,CANNOT_DECIDE
"Being an equid,",Being,,STATIVE
Zebras are subject to many of the common diseases of the domestic horse.,are,Zebras,STATIVE
*Parasites:,,,CANNOT_DECIDE
::Equid intestinal roundworms parascaris sp.,Equid,Parasites,CANNOT_DECIDE
and strongylus vulgaris,,,CANNOT_DECIDE
::Roundworms of the lungs,,,CANNOT_DECIDE
::Botfly larvae in the stomach,,,CANNOT_DECIDE
::Lice,,,CANNOT_DECIDE
::Mange,,,CANNOT_DECIDE
"::Ticks, which can serve as vectors for other diseases such as Babesia",serve,Ticks,STATIVE
*Salmonella bacterial infection of the intestine,,,CANNOT_DECIDE
*Pneumonia and pleuritis,pleuritis,Ticks,CANNOT_DECIDE
*Acute heart lesions due to stress,stress,,CANNOT_DECIDE
"*Tetanus and anthrax: In northern Kenya in 20052006, an outbreak of anthrax affected Grevy's Zebra; 53 Grevy's and 26 Plains Zebras died.",affected,vulgaris,DYNAMIC
620 Grevy's Zebras were vaccinated to halt the spread.,vaccinated,Zebras,DYNAMIC
Two Grevy's Zebras were poisoned in 1995 by leaves of a hybrid red maple tree,poisoned,Zebras,DYNAMIC
(acer rubrum) at the St. Louis Zoo.,,,CANNOT_DECIDE
Horses were first reported in 1981 to be susceptible;,reported,Horses,DYNAMIC
even small amounts of red maple leaves can be toxic to ponies.,be,amounts,STATIVE
"In 2000 a zebra was first reported infected with a nematode,",reported,zebra,DYNAMIC
"halicephalobus, known to infect horses and usually associated with decaying plant material.",known,nematode,STATIVE
==Ecology and behavior==,,,CANNOT_DECIDE
===Harems===,,,CANNOT_DECIDE
"Like most members of the horse family, zebras are highly social.",are,zebras,STATIVE
"Their social structure, however, depends on the species.",depends,structure,STATIVE
"Mountain zebras and plains zebras live in groups,",live,zebras,STATIVE
"known as 'harems',",known,groups,STATIVE
consisting of one stallion with up to six mares and their foals.,consisting,zebras,STATIVE
Bachelor males either live alone or with groups of other bachelors,live,males,STATIVE
until they are old enough to challenge a breeding stallion.,are,they,STATIVE
When attacked by packs of hyenas or wild dogs,attacked,,DYNAMIC
a zebra group will huddle together with the foals in the middle,huddle,group,DYNAMIC
while the stallion tries to ward them off.,tries,stallion,DYNAMIC
"Unlike the other zebra species, Grvy's zebras do not have permanent social bonds.",have,zebras,STATIVE
A group of these zebras rarely stays together for more than a few months.,stays,group,STATIVE
"The foals stay with their mothers,",stay,foals,STATIVE
while adult males live alone.,live,males,STATIVE
"Like the other two zebra species, bachelor male zebras will organize in groups.",organize,zebras,DYNAMIC
"Like horses, zebras sleep standing up,",sleep,zebras,DYNAMIC
and only sleep,sleep,zebras,CANNOT_DECIDE
when neighbors are around to warn them of predators.,are,,STATIVE
