Clause,mainVerb,mainReferent,Gold
"and widely used in modern medicine today, 80% show a positive correlation between their modern therapeutic use and the traditional use of the plants",show,%,STATIVE
from which they are derived.,derived,they,STATIVE
===Clinical tests===,,,CANNOT_DECIDE
"In a 2010 survey of the most common 1000 plant-derived compounds, only 156 had clinical trials",had,156,STATIVE
published.,published,trials,DYNAMIC
Preclinical studies (tissue-culture and animal studies),,,CANNOT_DECIDE
"were reported for about one-half of the plant products,",reported,studies,DYNAMIC
"while 12% of the plants, although available in the Western market,",,,CANNOT_DECIDE
"had ""no substantial studies"" of their properties.",had,%,STATIVE
Strong evidence was found,found,evidence,DYNAMIC
"that 5 were toxic or allergenic,",were,5,STATIVE
so that their use ought to be discouraged or forbidden.,discouraged,use,STATIVE
Nine plants had considerable evidence of therapeutic effect.,had,plants,STATIVE
"According to Cancer Research UK,",According,,CANNOT_DECIDE
"""there is currently no strong evidence from studies in people",is,evidence,STATIVE
"that herbal remedies can treat, prevent or cure cancer"".",treat,remedies,DYNAMIC
The U.S. National Center for Complementary and Alternative Medicine of the National Institutes of Health funds clinical trials of the effectiveness of herbal medicines,funds,Center,DYNAMIC
and provides fact sheets,provides,Center,DYNAMIC
summarizing the effectiveness and side effects of many plant-derived preparations.,summarizing,sheets,STATIVE
===Prevalence of use===,,,CANNOT_DECIDE
A survey released in May 2004 by the National Center for Complementary and Alternative Medicine focused on who used complementary and alternative medicines,focused,Prevalence,STATIVE
"(CAM), what was used,",used,medicines,DYNAMIC
and why it was used.,used,who,DYNAMIC
"The survey was limited to adults,",limited,survey,STATIVE
"aged 18 years and over during 2002,",aged,limited,STATIVE
living in the United States.,living,,STATIVE
"According to this survey, herbal therapy, or use of natural products other than vitamins and minerals, was the most commonly used CAM therapy (18.9%)",was,therapy,STATIVE
when all use of prayer was excluded.,excluded,use,STATIVE
Herbal remedies are very common in Europe.,are,remedies,STATIVE
"In Germany, herbal medications are dispensed by apothecaries (e.g., Apotheke).",dispensed,medications,DYNAMIC
"Prescription drugs are sold alongside essential oils, herbal extracts, or herbal teas.",sold,drugs,DYNAMIC
Herbal remedies are seen by some as a treatment to be preferred to pure medical compounds,seen,remedies,STATIVE
that have been industrially produced.,produced,compounds,DYNAMIC
In India the herbal remedy is so popular,is,remedy,STATIVE
that the government of India has created a separate departmentAYUSHunder the Ministry of Health & Family Welfare.,created,government,DYNAMIC
The National Medicinal Plants Board was also established in 2000 by the Indian government,established,Board,DYNAMIC
in order to deal with the herbal medical system.,deal,,CANNOT_DECIDE
"Avid public interest in herbalism in the UK has been recently confirmed by the popularity of the topic in mainstream media, such as the prime-time hit TV series",Avid,Drugs,DYNAMIC
"BBC's Grow Your Own Drugs,",,,CANNOT_DECIDE
which demonstrated,demonstrated,Drugs,DYNAMIC
how to grow and prepare herbal remedies at home.,grow,Drugs,CANNOT_DECIDE
===Herbal preparations===,,,CANNOT_DECIDE
There are many forms,are,forms,STATIVE
"in which herbs can be administered,",administered,herbs,DYNAMIC
the most common of which is in the form of a liquid,is,common,STATIVE
that is drunk by the patienteither an herbal tea or a,is,liquid,DYNAMIC
(possibly diluted),diluted,plant,CANNOT_DECIDE
plant extract.,,,CANNOT_DECIDE
"Whole herb consumption is also practiced either fresh, in dried form or as fresh juice.",practiced,consumption,DYNAMIC
Several methods of standardization may be determining the amount of herbs,determining,methods,DYNAMIC
used.,used,amount,DYNAMIC
One is the ratio of raw materials to solvent.,is,One,STATIVE
However different specimens of even the same plant species may vary in chemical content.,vary,specimens,STATIVE
"For this reason, thin layer chromatography is sometimes used by growers to assess the content of their products before use.",used,chromatography,DYNAMIC
Another method is standardization on a signal chemical.,is,method,STATIVE
