Clause,mainVerb,mainReferent,Gold
"In smaller choirs with fewer men, SAB, or Soprano, Alto, and Baritone arrangements allow the few men to share the role of both the tenor and bass in a single part.",allow,Alto,DYNAMIC
"* Male choirs, with the same SATB",,,CANNOT_DECIDE
"voicing as mixed choirs, but with boys singing the upper part",voicing,alto,DYNAMIC
(often called trebles or boy sopranos),called,part,DYNAMIC
"and men singing alto (in falsetto),",,,DYNAMIC
also known as countertenors.,known,choirs,STATIVE
This format is typical of the British cathedral choir.,is,format,STATIVE
"* Female choirs, usually consisting of soprano and alto voices, two parts in each,",consisting,choirs,STATIVE
"often abbreviated as SSAA, or as soprano I, soprano II, and alto, abbreviated SSA.",abbreviated,choirs,DYNAMIC
"* Men's choirs, or Male Chorale, usually consisting of two tenors, baritone, and bass,",consisting,Men,STATIVE
often abbreviated as TTBB,abbreviated,Men,DYNAMIC
(or ATBB,ATBB,abbreviated,CANNOT_DECIDE
if the upper part sings falsetto in alto range).,sings,part,DYNAMIC
ATBB may be seen in some barbershop quartet music.,seen,ATBB,DYNAMIC
"* Children's choirs, often two-part SA or three-part SSA, sometimes more voices.",,,CANNOT_DECIDE
This includes boy choirs.,includes,This,STATIVE
"Boy choirs typically sing SSA or SSAA,",sing,choirs,DYNAMIC
sometimes including a tenor part for boys,including,,STATIVE
whose voices are changing.,changing,voices,DYNAMIC
"* Indian music choral group, takes the elements of western music in Indian music.",takes,group,DYNAMIC
Madras Youth choir is a pioneer in this.,is,choir,STATIVE
Choirs are also categorized by the institutions,categorized,Choirs,STATIVE
in which they operate:,operate,they,DYNAMIC
* Church and cathedral choirs,,,CANNOT_DECIDE
* Collegiate and university choirs,,,CANNOT_DECIDE
* Community choirs (of children or adults),choirs,Collegiate,CANNOT_DECIDE
"* Professional choirs,",,,CANNOT_DECIDE
"either independent (e.g. Anna) or state-supported (e.g., BBC Singers, National Chamber Choir of Ireland, Canadian Chamber Choir, Swedish Radio Choir).",,,CANNOT_DECIDE
* School choirs,choirs,School,CANNOT_DECIDE
"* Signing choirs (of Deaf or Hearing individuals), using Sign Language rather than voices",using,choirs,DYNAMIC
"* Integrated Signing and Singing Choirs,",,,CANNOT_DECIDE
using both Sign Language and Voices,using,using,DYNAMIC
and led by both a Signductor and a Musical Director.,led,using,DYNAMIC
"* Cambiata Choirs, often the same SATB, but with girls singing soprano and alto, along with trebles and cambiatas and boy altos",,,DYNAMIC
Some choirs are categorized by the type of music,categorized,Choirs,STATIVE
"they perform, such as",perform,they,DYNAMIC
