Clause,mainVerb,mainReferent,Gold
"currently is dominated by celebrity chatter, horoscopes and romance lines.",dominated,service,STATIVE
"But more serious applications are in the wings,",are,applications,STATIVE
and that is where the future growth is expected.,is,applications,STATIVE
"""I'm starting to see more business transactions,""",starting,I,DYNAMIC
"says Andrea West of American Telephone & Telegraph Co.,",says,West,DYNAMIC
"noting growing interest in use of 900 service for stock sales, software tutorials and even service contracts.",noting,West,DYNAMIC
"Colleges, she says,",says,she,DYNAMIC
are eyeing registration through 900 service.,eyeing,Colleges,DYNAMIC
"Charities test the waters,",test,Charities,DYNAMIC
but they face legal barriers to electronic fund raising.,face,Charities,DYNAMIC
"""The thing that will really break this market right open is merchandising,""",is,thing,STATIVE
Ms. West says.,says,West,DYNAMIC
"Much of the 800 service will ""migrate to 900,""",migrate,Much,DYNAMIC
"predicts Jack Lawless, general manager of US Sprint's 900 product.",predicts,Lawless,DYNAMIC
"FAMILY PETS are improving recovery rates of patients at Columbia Hospital, Milwaukee.",improving,PETS,DYNAMIC
Patients who receive canine or feline visitors are found to have lower blood pressure and improved appetite,found,Patients,DYNAMIC
"and be more receptive to therapy,",be,Patients,CANNOT_DECIDE
"says Mary Ann O'Loughlin, program coordinator.",says,O'Loughlin,DYNAMIC
TIRED OF TRIMMING?,,,CANNOT_DECIDE
Hammacher Schlemmer & Co. offers a fiber-optic Christmas tree,offers,Co.,DYNAMIC
that eliminates the need to string lights.,eliminates,tree,DYNAMIC
"The $6,500 tree is designed to send continuously",designed,tree,STATIVE
changing colored light to dozens of fiber-end bunches.,changing,,CANNOT_DECIDE
"MEDICINE TRANSPLANT: Growth of Japanese trade and travel prompts Beth Israel Medical Center, New York, to set up a bilingual medical practice.",prompts,TRANSPLANT,DYNAMIC
"Funded by a $1 million gift from Tokio Marine & Fire Insurance,",Funded,service,STATIVE
"the service will follow Japanese medical protocols,",follow,service,DYNAMIC
including emphasis on preventative medicine.,including,,STATIVE
DIAPER SERVICES make a comeback amid growing environmental concerns.,make,SERVICES,DYNAMIC
Concerned about shrinking landfills and the safety of chemicals,Concerned,,STATIVE
"used in super-absorbent disposables,",used,safety,DYNAMIC
parents are returning to the cloth diaper.,returning,parents,DYNAMIC
"Tiny Tots Inc., Campbell, Calif., says",says,Inc.,DYNAMIC
business is up 35% in the past year.,is,business,STATIVE
"""We're gaining 1,200 new customers each week,""",gaining,We,DYNAMIC
"says Jack Mogavero of General Health Care Corp., Piscataway, N.J.",says,Mogavero,DYNAMIC
"In Syracuse, N.Y., DyDee Service's new marketing push stresses environmental awareness.",stresses,push,DYNAMIC
Among its new customers: day-care centers that previously spurned the service.,spurned,centers,DYNAMIC
"The National Association of Diaper Services, Philadelphia, says",says,Association,DYNAMIC
that since January it has gotten more than 672 inquiries from people interested in starting diaper services.,gotten,it,DYNAMIC
Elisa Hollis launched a diaper service last year,launched,Hollis,DYNAMIC
"because State College, Pa., where she lives,",lives,she,STATIVE
didn't have one.,have,College,STATIVE
"Diaper shortages this summer limited growth at Stork Diaper Services, Springfield, Mass.,",limited,shortages,DYNAMIC
where business is up 25% in,is,,STATIVE
Also spurring the move to cloth: diaper covers with Velcro fasteners,spurring,business,CANNOT_DECIDE
that eliminate the need for safety pins.,eliminate,fasteners,DYNAMIC
"BRIEFS: Only 57.6% of New Yorkers watch the local news, the lowest viewership in the country,",watch,BRIEFS,DYNAMIC
"says a new study by Impact Resources Inc., Columbus, Ohio. . . . FreudToy, a pillow",says,news,DYNAMIC
"bearing the likeness of Sigmund Freud, is marketed as a $24.95 tool for do-it-yourself analysis.",marketed,study,STATIVE
