Clause,mainVerb,mainReferent,Gold
involves determining how physiological processes such as ions,involves,Solving,STATIVE
"flowing across the nerve membrane cause us to have experiences.""",cause,processes,DYNAMIC
"According to some,",According,,STATIVE
"""Intricately related to the hard problem of consciousness, the hard problem of free will represents the core problem of conscious free will",represents,problem,STATIVE
": Does conscious volition impact the material world?""",impact,will,CANNOT_DECIDE
"Although incompatibilist metaphysical libertarianism generally represents the bulk of non-materialist constructions, including the popular claim of being able to consciously veto an action or competing desire, compatibilist theories have been developed based on a form",including,,DYNAMIC
"of identity dualism in which ""the experience of conscious free will is the first-person perspective of the neural correlates of choosing.""",is,experience,STATIVE
It is however apparent,is,It,STATIVE
"that, even disregarding the hard problem of consciousness,",disregarding,plays,CANNOT_DECIDE
"""consciousness plays a far smaller role in human life",plays,consciousness,DYNAMIC
"than Western culture has tended to believe.""",tended,culture,STATIVE
"Free will here is predominately treated with respect to physical determinism in the strict sense of nomological determinism,",treated,Free,STATIVE
although other forms of determinism are also relevant to free will.,are,forms,STATIVE
"For example, logical and theological determinism challenge metaphysical libertarianism with ideas of destiny and fate, and biological, cultural and psychological determinism feed the development of compatibilist models.",challenge,determinism,DYNAMIC
Separate classes of compatibilism and incompatibilism may even be formed to represent these.,formed,classes,DYNAMIC
