Clause,mainVerb,mainReferent,Gold
"On November 29, 2011 Toby Mitchell, 37, a Bandidos sergeant-at-arms and former champion heavyweight kickboxer, was fired on in Barkly Square shopping centre car park in Brunswick, Melbourne",fired,Mitchell,DYNAMIC
"On April 28, 2012, Jacques Teamo, a senior Bandidos member along with an innocent female by-stander received multiple gunshot wounds by a fellow gang member at the Robina Town Shopping Centre on the Gold Coast.",received,member,DYNAMIC
"Bandidos clubhouse's and properties have been targeted by enemy gangs in the Brisbane Metropolitan Area, with the most recent incident being 2 drive-by shootings at the Bandidos Woolloongabba Clubhouse, and a Milton Tattoo Parlor in the early hours of June 4, 2012.",targeted,clubhouse,DYNAMIC
The club is also quite active on the Gold Coast.,is,club,STATIVE
===Canada===,,,CANNOT_DECIDE
"Hells Angels Quebec president Maurice Boucher organized ""puppet clubs"" to persuade local Montreal, Quebec club Rock Machine-controlled bars, and their resident drug dealers, to surrender their illegal drug business.",organized,Boucher,DYNAMIC
Rock Machine resistance led to bloodshed.,led,resistance,DYNAMIC
"On July 14, 1994, two members of the Hells Angels' top puppet club entered a downtown motorcycle shop",entered,members,DYNAMIC
and shot down a Rock Machine associate.,shot,members,DYNAMIC
That was the beginning of the Quebec Biker war.,was,That,STATIVE
"That August, a Jeep wired",wired,Jeep,STATIVE
"with a remote-controlled bomb exploded killing a Rock Machine associate and an 11-year-old boy, Daniel Desrochers,",exploded,August,DYNAMIC
who was playing in a nearby schoolyard.,playing,boy,DYNAMIC
"A month later, the first full Hells Angels member was shot to death",shot,member,DYNAMIC
entering his car at a shopping mall.,entering,,DYNAMIC
Nine bombs went off around the province during his funeral.,went,bombs,DYNAMIC
"The war eventually ended with mass killings by the Hells Angels,",ended,war,DYNAMIC
plus public outcry over the deaths of innocent bystanders resulted in police pressure including the incarceration of over 100 bikers.,resulted,outcry,DYNAMIC
It was this turf war,was,It,STATIVE
that prompted the over-matched Rock Machine to align itself with the Bandidos patching over as Bandidos Quebec chapter.,prompted,war,DYNAMIC
Not all members were happy about the patch-over.,were,members,STATIVE
Some defected to other clubs,defected,Some,DYNAMIC
while others remained with the club,remained,others,STATIVE
but hoped to restore their sovereignty.,hoped,others,STATIVE
"On April 8, 2006, four vehicles containing the bodies of eight murdered men were discovered in a farmer's field outside of the hamlet of Shedden, Ontario, Canada.",discovered,vehicles,DYNAMIC
"Six of the men killed in what became known as the Shedden Massacre were full members of the Bandidos Toronto branch,",were,Six,STATIVE
including the president of the organization in Canada;,including,,STATIVE
"they were Luis Manny Raposo, John Muscedere, Jamie Flanz, George Jessome, George Kriarakis, Frank Salerno, Paul Sinopoli and Michael Trotta.",were,they,STATIVE
"The suspects in the case, Michael Sandham, Marcelo Aravena, Frank Mather, Brett Gardiner, Dwight Mushey and Wayne Kellestine, were also full members or probationary members",were,known,STATIVE
"(also known as ""prospects""), in what police described as an internal cleansing of the Bandidos organization NSCC (No Surrender Crew Canada).",described,police,DYNAMIC
"The victims were brought to the farm of Kellestine,",brought,victims,DYNAMIC
where they were held captive before being systematically led out of his barn,held,they,DYNAMIC
"and murdered ""execution style.""",murdered,they,DYNAMIC
"On October 30, 2009 after eighteen hours of deliberation a jury in London, Ontario found the 6 suspects guilty on 44 counts of first degree murder and 4 counts of manslaughter.",found,Ontario,DYNAMIC
"These murders would finally close the chapter on the Bandidos Canada ""No Surrender Crew""",close,murders,DYNAMIC
and end any hopes of Bandido dominance in the country.,end,murders,DYNAMIC
Many of the remaining Canadian Bandidos would later go on to re-form the Rock Machine Biker Gang in Canada early in 2008,go,Many,DYNAMIC
which would spread outside their traditional home of Quebec,spread,2008,DYNAMIC
and open up chapters in Australia and the United States.,open,2008,DYNAMIC
===Germany===,,,CANNOT_DECIDE
"On June 11, 2008, two Bandidos members were convicted and sentenced to life imprisonment for the murder of a Hells Angels member in Ibbenbren, Germany.",convicted,members,DYNAMIC
Reports say,say,Reports,DYNAMIC
they drove to his Harley-Davidson shop,drove,they,DYNAMIC
"and shot him there on May 23, 2007.",shot,they,DYNAMIC
"After the first day of a related lawsuit on December 17, 2007, riots between the two gangs and the police had been reported.",reported,riots,DYNAMIC
"On October 8, 2009, a Bandidos member was shot to death by a Hells Angels prospect in Duisburg.",shot,member,DYNAMIC
"In February 2010, about 8 ethnic Turkish Bandido members and supporters in Berlin in an unprecedented move defected",defected,supporters,DYNAMIC
"and joined the Hells Angels,",joined,members,DYNAMIC
forming a sub-chapter,forming,members,DYNAMIC
"known as ""Hells Angels Nomads Trkiye"".",known,sub-chapter,STATIVE
This triggered a gang war in Berlin,triggered,This,DYNAMIC
that lasted from February to April 2010.,lasted,war,STATIVE
"On 26 April 2012 the authorities of North Rhine-Westphalia banned and disbanded the Aachen chapter of the Bandidos M.C., and three support clubs.",banned,authorities,DYNAMIC
In the following action carried out,following,,DYNAMIC
"by the North Rhine-Westphalia Police 38 properties were searched,",were,properties,DYNAMIC
in which firearms and stabbing weapons were found.,found,weapons,DYNAMIC
The display of Bandidos Symbols and the wearing of Bandidos Regalia was also forbidden in North Rhine-Westphalia.,forbidden,wearing,DYNAMIC
The Northrhine-Westphalia government found its actions necessary,found,government,DYNAMIC
because the Bandidos wanted to build up their criminal supremacy through racketeering and violence.,wanted,Bandidos,STATIVE
